No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM32513374,3,Etching,343.0,1589.0,3672.0,5702.0,71.679,50.977,1.068,17,54,2025-01-02
NOLSM32513375,3,Etching,383.0,1500.0,3677.0,5695.0,71.861,51.606,1.208,17,1,2025-01-02
NOLSM32513376,2,Etching,180.0,1663.0,3649.0,5714.0,71.172,51.307,0.972,17,2,2025-01-02
NOLSM32513377,1,Etching,335.0,1355.0,3620.0,5734.0,72.835,50.74,1.029,17,3,2025-01-02
NOLSM32513378,1,Etching,270.0,1372.0,3678.0,5709.0,71.945,51.965,1.076,17,4,2025-01-02
NOLSM32513379,2,Etching,197.0,1570.0,3648.0,5702.0,71.512,51.703,0.867,17,5,2025-01-02
NOLSM32513380,3,Etching,392.0,1522.0,3651.0,5696.0,70.405,50.986,1.039,17,6,2025-01-02
NOLSM32513381,2,Etching,557.0,1507.0,3653.0,5697.0,71.675,51.527,1.129,17,7,2025-01-02
NOLSM32513382,1,Etching,266.0,1360.0,3678.0,5709.0,69.38,51.57,1.016,17,8,2025-01-02
NOLSM32513383,1,Etching,471.0,1525.0,3667.0,5710.0,71.54,51.884,0.86,17,9,2025-01-02
NOLSM32513384,3,Etching,354.0,1495.0,3646.0,5708.0,71.566,50.691,1.045,17,10,2025-01-02
NOLSM32513385,3,Etching,424.0,1500.0,3672.0,5728.0,70.667,51.072,1.032,17,11,2025-01-02
NOLSM32513386,2,Etching,319.0,1431.0,3647.0,5737.0,70.689,51.448,1.052,17,12,2025-01-02
NOLSM32513387,1,Etching,360.0,1583.0,3662.0,5704.0,72.44,50.477,1.043,17,13,2025-01-02
NOLSM32513388,1,Etching,337.0,1434.0,3645.0,5727.0,71.471,50.287,1.172,17,14,2025-01-02
NOLSM32513389,2,Etching,506.0,1384.0,3621.0,5718.0,71.913,51.226,0.858,17,15,2025-01-02
NOLSM32513390,3,Etching,435.0,1509.0,3654.0,5751.0,70.985,50.468,1.182,17,16,2025-01-02
NOLSM32513391,3,Etching,337.0,1498.0,3639.0,5729.0,71.062,50.348,0.937,17,17,2025-01-02
NOLSM32513392,1,Etching,268.0,1372.0,3673.0,5694.0,70.702,50.752,0.932,17,18,2025-01-02
NOLSM32513393,1,Etching,398.0,1479.0,3668.0,5716.0,68.173,50.558,1.069,17,19,2025-01-02
NOLSM32513394,3,Etching,435.0,1556.0,3665.0,5689.0,73.078,51.368,1.009,17,20,2025-01-02
NOLSM32513395,3,Etching,337.0,1319.0,3656.0,5714.0,71.131,51.815,0.942,17,21,2025-01-02
NOLSM32513396,2,Etching,207.0,1517.0,3613.0,5723.0,70.168,50.854,1.155,17,22,2025-01-02
NOLSM32513397,1,Etching,298.0,1575.0,3682.0,5737.0,71.425,51.203,1.096,17,23,2025-01-02
NOLSM32513398,1,Etching,511.0,1487.0,3674.0,5688.0,72.261,51.264,0.945,17,24,2025-01-02
NOLSM32513399,3,Etching,291.0,1623.0,3667.0,5730.0,72.05,50.936,1.175,17,25,2025-01-02
NOLSM32513400,3,Etching,630.0,1205.0,3647.0,5706.0,70.753,51.078,0.912,17,26,2025-01-02
NOLSM32513401,2,Etching,343.0,1589.0,3672.0,5702.0,71.67,51.52,1.032,17,27,2025-01-02
NOLSM32513402,1,Etching,98.0,1370.0,3614.0,5683.0,68.837,51.479,0.974,18,28,2025-01-03
NOLSM32513403,2,Etching,183.0,1346.0,3615.0,5711.0,69.064,50.676,1.051,18,29,2025-01-03
NOLSM32513404,3,Etching,195.0,1396.0,3628.0,5704.0,70.366,51.107,1.2,18,30,2025-01-03
NOLSM32513405,1,Etching,183.0,1378.0,3630.0,5689.0,70.751,50.928,0.963,18,31,2025-01-03
NOLSM32513406,2,Etching,152.0,1420.0,3636.0,5717.0,71.151,51.199,1.236,18,32,2025-01-03
NOLSM32513407,3,Etching,150.0,1329.0,3637.0,5708.0,71.444,50.931,1.076,18,33,2025-01-03
NOLSM32513408,1,Etching,62.0,1418.0,3634.0,5732.0,71.273,51.2,1.138,18,34,2025-01-03
NOLSM32513409,2,Etching,143.0,1415.0,3636.0,5701.0,71.344,51.442,0.997,18,35,2025-01-03
NOLSM32513410,3,Etching,113.0,1413.0,3638.0,5726.0,71.183,51.115,0.934,18,36,2025-01-03
NOLSM32513411,1,Etching,178.0,1486.0,3639.0,5726.0,71.539,51.461,1.056,18,37,2025-01-03
NOLSM32513412,2,Etching,241.0,1505.0,3637.0,5728.0,71.3,51.364,1.014,18,38,2025-01-03
NOLSM32513413,3,Etching,165.0,1399.0,3635.0,5705.0,70.927,51.676,1.059,18,39,2025-01-03
NOLSM32513414,1,Etching,136.0,1393.0,3639.0,5733.0,71.294,51.692,0.944,18,40,2025-01-03
NOLSM32513415,2,Etching,192.0,1438.0,3642.0,5693.0,71.372,51.691,1.092,18,41,2025-01-03
NOLSM32513416,3,Etching,167.0,1414.0,3635.0,5725.0,71.494,51.679,1.075,18,42,2025-01-03
NOLSM32513417,1,Etching,142.0,1461.0,3640.0,5689.0,71.396,51.813,1.033,18,43,2025-01-03
NOLSM32513418,2,Etching,200.0,1448.0,3635.0,5706.0,71.346,51.544,1.107,18,44,2025-01-03
NOLSM32513419,3,Etching,107.0,1370.0,3636.0,5721.0,71.19,51.589,1.019,18,45,2025-01-03
NOLSM32513420,1,Etching,53.0,1311.0,3635.0,5721.0,71.351,51.66,1.177,18,46,2025-01-03
NOLSM32513421,2,Etching,228.0,1356.0,3640.0,5721.0,71.446,51.72,0.993,18,47,2025-01-03
NOLSM32513422,3,Etching,182.0,1372.0,3640.0,5704.0,71.517,52.138,1.086,18,48,2025-01-03
NOLSM32513423,1,Etching,136.0,1308.0,3634.0,5705.0,71.342,51.876,1.063,18,49,2025-01-03
NOLSM32513424,2,Etching,160.0,1306.0,3637.0,5715.0,71.484,52.155,1.136,18,50,2025-01-03
NOLSM32513425,3,Etching,132.0,1709.0,3637.0,5729.0,71.222,51.7,1.131,18,51,2025-01-03
NOLSM32513426,1,Etching,145.0,1468.0,3638.0,5723.0,71.335,51.866,1.074,18,52,2025-01-03
NOLSM32513427,2,Etching,114.0,1466.0,3635.0,5696.0,71.493,52.001,1.172,18,53,2025-01-03
NOLSM32513428,3,Etching,210.0,1390.0,3644.0,5732.0,71.447,52.014,1.033,18,54,2025-01-03
NOLSM32513429,1,Etching,98.0,1370.0,3614.0,5683.0,68.616,49.935,0.878,18,1,2025-01-03
NOLSM32513430,1,Etching,183.0,1346.0,3615.0,5711.0,69.13,50.589,1.076,18,2,2025-01-03
NOLSM32513431,2,Etching,195.0,1396.0,3628.0,5704.0,70.378,50.938,1.109,18,3,2025-01-03
NOLSM32513432,3,Etching,183.0,1378.0,3630.0,5689.0,70.686,51.171,0.935,18,4,2025-01-03
NOLSM32513433,3,Etching,152.0,1420.0,3636.0,5717.0,71.242,51.179,0.929,18,5,2025-01-03
NOLSM32513434,2,Etching,150.0,1329.0,3637.0,5708.0,70.992,51.035,1.267,18,6,2025-01-03
NOLSM32513435,1,Etching,62.0,1418.0,3634.0,5732.0,71.303,51.035,1.14,18,7,2025-01-03
NOLSM32513436,1,Etching,143.0,1415.0,3636.0,5701.0,71.445,51.439,0.999,18,8,2025-01-03
NOLSM32513437,2,Etching,113.0,1413.0,3638.0,5726.0,71.213,51.005,1.03,18,9,2025-01-03
NOLSM32513438,3,Etching,178.0,1486.0,3639.0,5726.0,71.065,51.272,1.024,18,10,2025-01-03
NOLSM32513439,2,Etching,241.0,1505.0,3637.0,5728.0,71.267,51.229,0.972,18,11,2025-01-03
NOLSM32513440,1,Etching,165.0,1399.0,3635.0,5705.0,71.11,51.635,1.09,18,12,2025-01-03
NOLSM32513441,1,Etching,136.0,1393.0,3639.0,5733.0,71.245,51.628,1.088,18,13,2025-01-03
NOLSM32513442,2,Etching,192.0,1438.0,3642.0,5693.0,71.237,51.827,0.879,18,14,2025-01-03
NOLSM32513443,3,Etching,167.0,1414.0,3635.0,5725.0,71.339,51.59,1.177,18,15,2025-01-03
NOLSM32513444,3,Etching,142.0,1461.0,3640.0,5689.0,71.427,51.94,0.887,18,16,2025-01-03
NOLSM32513445,1,Etching,200.0,1448.0,3635.0,5706.0,71.28,51.669,1.043,18,17,2025-01-03
NOLSM32513446,1,Etching,107.0,1370.0,3636.0,5721.0,71.356,51.377,0.942,18,18,2025-01-03
NOLSM32513447,2,Etching,53.0,1311.0,3635.0,5721.0,71.345,51.507,1.101,18,19,2025-01-03
NOLSM32513448,3,Etching,228.0,1356.0,3640.0,5721.0,71.278,51.692,1.252,18,20,2025-01-03
NOLSM32513449,3,Etching,182.0,1372.0,3640.0,5704.0,71.393,51.797,1.179,18,21,2025-01-03
NOLSM32513450,2,Etching,136.0,1308.0,3634.0,5705.0,71.315,52.007,0.851,18,22,2025-01-03
NOLSM32513451,1,Etching,160.0,1306.0,3637.0,5715.0,71.422,52.098,1.122,18,23,2025-01-03
NOLSM32513452,1,Etching,132.0,1373.0,3637.0,5729.0,71.466,51.758,0.954,18,24,2025-01-03
NOLSM32513453,2,Etching,145.0,1413.0,3638.0,5723.0,71.447,51.731,1.046,18,25,2025-01-03
NOLSM32513454,3,Etching,114.0,1282.0,3635.0,5696.0,71.14,51.924,1.092,18,26,2025-01-03
NOLSM32513455,3,Etching,210.0,1428.0,3644.0,5732.0,71.504,51.716,1.079,18,27,2025-01-03
NOLSM32513456,1,Etching,191.0,1561.0,3640.0,5690.0,71.452,52.095,0.943,19,28,2025-01-04
NOLSM32513457,2,Etching,180.0,1665.0,3636.0,5711.0,71.585,51.928,0.985,19,29,2025-01-04
NOLSM32513458,3,Etching,241.0,1573.0,3637.0,5704.0,71.622,52.143,0.994,19,30,2025-01-04
NOLSM32513459,1,Etching,210.0,1526.0,3646.0,5694.0,71.614,52.243,1.11,19,31,2025-01-04
NOLSM32513460,2,Etching,136.0,1481.0,3640.0,5721.0,71.713,52.269,1.021,19,32,2025-01-04
NOLSM32513461,3,Etching,198.0,1588.0,3641.0,5726.0,71.542,51.752,1.131,19,33,2025-01-04
NOLSM32513462,1,Etching,186.0,1441.0,3645.0,5729.0,71.464,51.64,1.124,19,34,2025-01-04
NOLSM32513463,2,Etching,195.0,1441.0,3642.0,5732.0,71.426,51.594,1.206,19,35,2025-01-04
NOLSM32513464,3,Etching,270.0,1402.0,3639.0,5720.0,71.103,51.656,1.01,19,36,2025-01-04
NOLSM32513465,1,Etching,185.0,1459.0,3646.0,5692.0,71.195,51.779,1.048,19,37,2025-01-04
NOLSM32513466,2,Etching,363.0,1508.0,3656.0,5702.0,71.283,51.47,0.823,19,38,2025-01-04
NOLSM32513467,3,Etching,243.0,1459.0,3646.0,5721.0,71.21,51.516,1.097,19,39,2025-01-04
NOLSM32513468,1,Etching,281.0,1497.0,3651.0,5688.0,71.132,51.946,0.87,19,40,2025-01-04
NOLSM32513469,2,Etching,326.0,1514.0,3653.0,5696.0,71.264,51.841,1.201,19,41,2025-01-04
NOLSM32513470,3,Etching,345.0,1492.0,3652.0,5729.0,71.18,51.455,1.054,19,42,2025-01-04
NOLSM32513471,1,Etching,325.0,1442.0,3657.0,5711.0,71.041,51.989,1.077,19,43,2025-01-04
NOLSM32513472,2,Etching,175.0,1538.0,3657.0,5709.0,71.29,52.008,1.029,19,44,2025-01-04
NOLSM32513473,3,Etching,202.0,1515.0,3677.0,5719.0,71.077,51.836,0.985,19,45,2025-01-04
NOLSM32513474,1,Etching,313.0,1422.0,3631.0,5703.0,71.185,50.941,0.951,19,46,2025-01-04
NOLSM32513475,2,Etching,224.0,1453.0,3636.0,5722.0,71.253,50.93,1.11,19,47,2025-01-04
NOLSM32513476,3,Etching,333.0,1450.0,3633.0,5702.0,71.144,51.4,1.139,19,48,2025-01-04
NOLSM32513477,1,Etching,269.0,1338.0,3633.0,5724.0,71.269,51.642,1.155,19,49,2025-01-04
NOLSM32513478,2,Etching,216.0,1455.0,3631.0,5712.0,71.344,51.121,1.14,19,50,2025-01-04
NOLSM32513479,3,Etching,236.0,1342.0,3631.0,5717.0,70.933,51.226,0.993,19,51,2025-01-04
NOLSM32513480,1,Etching,151.0,1369.0,3629.0,5722.0,71.084,51.563,0.907,19,52,2025-01-04
NOLSM32513481,2,Etching,207.0,1388.0,3638.0,5727.0,71.031,51.153,0.962,19,53,2025-01-04
NOLSM32513482,3,Etching,212.0,1378.0,3635.0,5686.0,70.761,51.157,0.967,19,54,2025-01-04
NOLSM32513483,2,Etching,191.0,1382.0,3640.0,5690.0,71.594,52.14,0.928,19,1,2025-01-04
NOLSM32513484,1,Etching,180.0,1403.0,3636.0,5711.0,71.607,52.08,1.16,19,2,2025-01-04
NOLSM32513485,1,Etching,241.0,1372.0,3637.0,5704.0,71.616,52.145,1.199,19,3,2025-01-04
NOLSM32513486,2,Etching,210.0,1448.0,3646.0,5694.0,71.894,52.249,1.003,19,4,2025-01-04
NOLSM32513487,3,Etching,136.0,1428.0,3640.0,5721.0,71.416,52.368,0.99,19,5,2025-01-04
NOLSM32513488,3,Etching,198.0,1388.0,3641.0,5726.0,71.532,51.671,1.121,19,6,2025-01-04
NOLSM32513489,2,Etching,186.0,1388.0,3645.0,5729.0,71.336,51.489,0.957,19,7,2025-01-04
NOLSM32513490,1,Etching,195.0,1358.0,3642.0,5732.0,71.396,51.603,1.094,19,8,2025-01-04
NOLSM32513491,1,Etching,270.0,1368.0,3639.0,5720.0,71.141,51.548,0.954,19,9,2025-01-04
NOLSM32513492,2,Etching,185.0,1459.0,3646.0,5692.0,71.588,51.777,1.085,19,10,2025-01-04
NOLSM32513493,3,Etching,363.0,1508.0,3656.0,5702.0,71.271,51.579,0.946,19,11,2025-01-04
NOLSM32513494,3,Etching,243.0,1459.0,3646.0,5721.0,71.173,51.415,0.964,19,12,2025-01-04
NOLSM32513495,2,Etching,281.0,1497.0,3651.0,5688.0,71.599,51.794,0.992,19,13,2025-01-04
NOLSM32513496,1,Etching,326.0,1514.0,3653.0,5696.0,71.747,51.943,0.961,19,14,2025-01-04
NOLSM32513497,1,Etching,345.0,1492.0,3652.0,5729.0,71.548,51.409,1.047,19,15,2025-01-04
NOLSM32513498,2,Etching,325.0,1442.0,3657.0,5711.0,71.548,52.095,1.137,19,16,2025-01-04
NOLSM32513499,3,Etching,365.0,1538.0,3657.0,5709.0,71.646,52.346,0.941,19,17,2025-01-04
NOLSM32513500,3,Etching,625.0,1515.0,3677.0,5719.0,71.67,52.025,1.045,19,18,2025-01-04
NOLSM32513501,2,Etching,50.0,1422.0,3631.0,5703.0,70.975,50.854,1.017,19,19,2025-01-04
NOLSM32513502,1,Etching,214.0,1453.0,3636.0,5722.0,71.035,50.835,0.966,19,20,2025-01-04
NOLSM32513503,1,Etching,136.0,1450.0,3633.0,5702.0,71.073,51.428,0.918,19,21,2025-01-04
NOLSM32513504,2,Etching,95.0,1338.0,3633.0,5724.0,71.249,51.664,1.103,19,22,2025-01-04
NOLSM32513505,3,Etching,151.0,1455.0,3631.0,5712.0,71.041,51.054,1.036,19,23,2025-01-04
NOLSM32513506,2,Etching,53.0,1342.0,3631.0,5717.0,70.958,51.344,1.071,19,24,2025-01-04
NOLSM32513507,1,Etching,148.0,1369.0,3629.0,5722.0,70.861,51.455,1.082,19,25,2025-01-04
NOLSM32513508,1,Etching,188.0,1388.0,3638.0,5727.0,71.073,51.325,0.928,19,26,2025-01-04
NOLSM32513509,2,Etching,221.0,1378.0,3635.0,5686.0,70.628,50.899,0.947,19,27,2025-01-04
NOLSM32513510,1,Etching,218.0,1441.0,3639.0,5720.0,70.574,51.039,1.073,20,28,2025-01-12
NOLSM32513511,2,Etching,177.0,1328.0,3636.0,5714.0,70.675,50.931,1.078,20,29,2025-01-12
NOLSM32513512,3,Etching,221.0,1418.0,3639.0,5702.0,70.794,51.125,1.117,20,30,2025-01-12
NOLSM32513513,1,Etching,175.0,1408.0,3630.0,5717.0,70.751,51.022,0.971,20,31,2025-01-12
NOLSM32513514,2,Etching,236.0,1391.0,3636.0,5714.0,70.99,51.694,1.111,20,32,2025-01-12
NOLSM32513515,3,Etching,286.0,1349.0,3635.0,5680.0,70.94,51.484,0.882,20,33,2025-01-12
NOLSM32513516,1,Etching,174.0,1432.0,3635.0,5729.0,70.98,51.345,1.067,20,34,2025-01-12
NOLSM32513517,2,Etching,136.0,1331.0,3630.0,5717.0,71.062,51.606,1.148,20,35,2025-01-12
NOLSM32513518,3,Etching,208.0,1350.0,3632.0,5719.0,70.943,51.833,1.012,20,36,2025-01-12
NOLSM32513519,1,Etching,404.0,1460.0,3649.0,5687.0,70.907,51.616,0.838,20,37,2025-01-12
NOLSM32513520,2,Etching,111.0,1260.0,3631.0,5681.0,71.304,51.666,0.942,20,38,2025-01-12
NOLSM32513521,3,Etching,217.0,1337.0,3638.0,5720.0,71.267,51.5,0.998,20,39,2025-01-12
NOLSM32513522,1,Etching,177.0,1323.0,3633.0,5709.0,71.145,51.398,1.013,20,40,2025-01-12
NOLSM32513523,2,Etching,193.0,1511.0,3637.0,5696.0,71.079,51.596,1.102,20,41,2025-01-12
NOLSM32513524,3,Etching,237.0,1709.0,3641.0,5691.0,71.176,51.697,1.223,20,42,2025-01-12
NOLSM32513525,1,Etching,255.0,1468.0,3641.0,5729.0,71.189,51.871,0.975,20,43,2025-01-12
NOLSM32513526,2,Etching,256.0,1466.0,3643.0,5709.0,71.339,51.672,1.077,20,44,2025-01-12
NOLSM32513527,3,Etching,151.0,1390.0,3634.0,5711.0,71.149,51.693,0.978,20,45,2025-01-12
NOLSM32513528,1,Etching,206.0,1561.0,3641.0,5725.0,71.127,51.72,1.05,20,46,2025-01-12
NOLSM32513529,2,Etching,158.0,1665.0,3637.0,5693.0,71.092,51.655,1.008,20,47,2025-01-12
NOLSM32513530,3,Etching,278.0,1573.0,3641.0,5689.0,71.234,51.643,1.001,20,48,2025-01-12
NOLSM32513531,1,Etching,381.0,1526.0,3656.0,5713.0,71.108,51.76,1.075,20,49,2025-01-12
NOLSM32513532,2,Etching,297.0,1481.0,3645.0,5708.0,71.16,51.516,1.034,20,50,2025-01-12
NOLSM32513533,3,Etching,212.0,1588.0,3639.0,5698.0,71.1,51.853,1.01,20,51,2025-01-12
NOLSM32513534,1,Etching,177.0,1441.0,3640.0,5687.0,71.158,51.402,1.012,20,52,2025-01-12
NOLSM32513535,2,Etching,190.0,1441.0,3636.0,5722.0,71.426,51.936,1.039,20,53,2025-01-12
NOLSM32513536,3,Etching,204.0,1402.0,3641.0,5728.0,71.558,51.807,1.022,20,54,2025-01-12
NOLSM32513537,3,Etching,256.0,1441.0,3639.0,5720.0,70.649,50.917,0.87,20,1,2025-01-12
NOLSM32513538,3,Etching,191.0,1328.0,3636.0,5714.0,70.527,50.83,0.962,20,2,2025-01-12
NOLSM32513539,2,Etching,224.0,1418.0,3639.0,5702.0,70.77,51.384,0.981,20,3,2025-01-12
NOLSM32513540,1,Etching,122.0,1408.0,3630.0,5717.0,70.64,51.044,0.915,20,4,2025-01-12
NOLSM32513541,1,Etching,236.0,1391.0,3636.0,5714.0,70.891,51.773,1.166,20,5,2025-01-12
NOLSM32513542,2,Etching,286.0,1349.0,3635.0,5680.0,70.905,51.346,0.942,20,6,2025-01-12
NOLSM32513543,3,Etching,174.0,1432.0,3635.0,5729.0,70.772,51.297,1.08,20,7,2025-01-12
NOLSM32513544,2,Etching,136.0,1331.0,3630.0,5717.0,70.89,51.605,1.053,20,8,2025-01-12
NOLSM32513545,1,Etching,208.0,1350.0,3632.0,5719.0,71.322,51.623,1.218,20,9,2025-01-12
NOLSM32513546,1,Etching,404.0,1460.0,3649.0,5687.0,70.99,51.612,0.887,20,10,2025-01-12
NOLSM32513547,2,Etching,111.0,1260.0,3631.0,5681.0,71.235,51.663,1.079,20,11,2025-01-12
NOLSM32513548,3,Etching,217.0,1337.0,3638.0,5720.0,71.115,51.641,1.049,20,12,2025-01-12
NOLSM32513549,3,Etching,177.0,1323.0,3633.0,5709.0,70.94,51.46,1.061,20,13,2025-01-12
NOLSM32513550,2,Etching,193.0,1511.0,3637.0,5696.0,71.12,51.546,0.951,20,14,2025-01-12
NOLSM32513551,1,Etching,237.0,1488.0,3641.0,5691.0,71.114,51.553,1.004,20,15,2025-01-12
NOLSM32513552,1,Etching,255.0,1482.0,3641.0,5729.0,71.266,51.736,1.055,20,16,2025-01-12
NOLSM32513553,2,Etching,256.0,1482.0,3643.0,5709.0,71.327,51.782,1.195,20,17,2025-01-12
NOLSM32513554,3,Etching,151.0,1386.0,3634.0,5711.0,71.283,51.603,0.961,20,18,2025-01-12
NOLSM32513555,3,Etching,206.0,1519.0,3641.0,5725.0,71.127,51.779,0.987,20,19,2025-01-12
NOLSM32513556,2,Etching,158.0,1394.0,3637.0,5693.0,71.059,51.903,1.134,20,20,2025-01-12
NOLSM32513557,1,Etching,278.0,1446.0,3641.0,5689.0,71.194,51.725,1.169,20,21,2025-01-12
NOLSM32513558,1,Etching,381.0,1519.0,3656.0,5713.0,71.275,51.805,0.932,20,22,2025-01-12
NOLSM32513559,2,Etching,297.0,1509.0,3645.0,5708.0,71.149,51.599,1.05,20,23,2025-01-12
NOLSM32513560,3,Etching,212.0,1455.0,3639.0,5698.0,70.973,51.593,1.001,20,24,2025-01-12
NOLSM32513561,2,Etching,177.0,1377.0,3640.0,5687.0,70.964,51.703,0.993,20,25,2025-01-12
NOLSM32513562,1,Etching,190.0,1465.0,3636.0,5722.0,71.198,51.915,0.893,20,26,2025-01-12
NOLSM32513563,1,Etching,204.0,1388.0,3641.0,5728.0,71.356,51.793,1.161,20,27,2025-01-12
NOLSM32513564,1,Etching,251.0,1606.0,3676.0,5756.0,70.827,50.854,0.798,1,28,2025-01-06
NOLSM32513565,2,Etching,317.0,1574.0,3657.0,5680.0,69.606,52.249,1.068,1,29,2025-01-06
NOLSM32513566,3,Etching,411.0,1321.0,3644.0,5715.0,70.909,51.632,1.088,1,30,2025-01-06
NOLSM32513567,1,Etching,256.0,1628.0,3628.0,5737.0,70.266,51.149,0.956,1,31,2025-01-06
NOLSM32513568,2,Etching,419.0,1598.0,3667.0,5720.0,71.118,52.016,0.93,1,32,2025-01-06
NOLSM32513569,3,Etching,359.0,1323.0,3644.0,5707.0,71.656,51.78,1.044,1,33,2025-01-06
NOLSM32513570,1,Etching,151.0,1389.0,3679.0,5700.0,71.227,51.616,1.054,1,34,2025-01-06
NOLSM32513571,2,Etching,316.0,1521.0,3653.0,5737.0,70.816,51.076,0.997,1,35,2025-01-06
NOLSM32513572,3,Etching,294.0,1425.0,3654.0,5717.0,71.697,51.24,1.033,1,36,2025-01-06
NOLSM32513573,1,Etching,466.0,1603.0,3643.0,5703.0,70.024,50.935,1.066,1,37,2025-01-06
NOLSM32513574,2,Etching,223.0,1393.0,3667.0,5688.0,70.597,51.531,0.977,1,38,2025-01-06
NOLSM32513575,3,Etching,562.0,1377.0,3664.0,5730.0,71.103,51.0,1.1,1,39,2025-01-06
NOLSM32513576,1,Etching,416.0,1597.0,3655.0,5728.0,69.904,50.978,1.062,1,40,2025-01-06
NOLSM32513577,2,Etching,365.0,1484.0,3674.0,5733.0,72.759,50.204,0.963,1,41,2025-01-06
NOLSM32513578,3,Etching,556.0,1619.0,3633.0,5744.0,71.563,52.777,1.045,1,42,2025-01-06
NOLSM32513579,1,Etching,447.0,1490.0,3664.0,5732.0,71.59,51.019,1.071,1,43,2025-01-06
NOLSM32513580,2,Etching,248.0,1576.0,3662.0,5700.0,71.248,50.334,0.999,1,44,2025-01-06
NOLSM32513581,3,Etching,417.0,1607.0,3633.0,5704.0,70.274,50.832,0.925,1,45,2025-01-06
NOLSM32513582,1,Etching,227.0,1418.0,3668.0,5701.0,69.728,51.446,0.887,1,46,2025-01-06
NOLSM32513583,2,Etching,185.0,1630.0,3637.0,5728.0,71.652,50.981,0.955,1,47,2025-01-06
NOLSM32513584,3,Etching,660.0,1511.0,3679.0,5732.0,71.058,50.611,0.934,1,48,2025-01-06
NOLSM32513585,1,Etching,394.0,1562.0,3663.0,5733.0,69.287,51.105,0.976,1,49,2025-01-06
NOLSM32513586,2,Etching,423.0,1526.0,3655.0,5688.0,72.396,50.736,0.966,1,50,2025-01-06
NOLSM32513587,3,Etching,355.0,1523.0,3661.0,5688.0,71.927,50.895,1.131,1,51,2025-01-06
NOLSM32513588,1,Etching,358.0,1437.0,3646.0,5702.0,71.27,51.258,0.987,1,52,2025-01-06
NOLSM32513589,2,Etching,210.0,1671.0,3637.0,5710.0,71.681,50.073,0.943,1,53,2025-01-06
NOLSM32513590,3,Etching,353.0,1576.0,3655.0,5704.0,69.768,51.098,1.22,1,54,2025-01-06
NOLSM32513591,1,Etching,205.0,1491.0,3641.0,5683.0,71.235,51.793,1.119,21,28,2025-01-06
NOLSM32513592,2,Etching,215.0,1406.0,3643.0,5703.0,71.631,52.1,0.97,21,29,2025-01-06
NOLSM32513593,3,Etching,174.0,1448.0,3637.0,5706.0,71.313,51.87,1.24,21,30,2025-01-06
NOLSM32513594,1,Etching,204.0,1377.0,3642.0,,71.379,52.136,1.052,21,31,2025-01-06
NOLSM32513595,2,Etching,277.0,1456.0,3639.0,5706.0,71.346,52.209,0.981,21,32,2025-01-06
NOLSM32513596,3,Etching,235.0,1420.0,3643.0,5722.0,71.505,51.018,1.101,21,33,2025-01-06
NOLSM32513597,1,Etching,204.0,1393.0,3638.0,5706.0,71.684,51.939,1.069,21,34,2025-01-06
NOLSM32513598,2,Etching,267.0,1410.0,3640.0,5690.0,71.225,53.234,1.079,21,35,2025-01-06
NOLSM32513599,3,Etching,144.0,1471.0,3640.0,5685.0,71.502,50.626,1.192,21,36,2025-01-06
NOLSM32513600,1,Etching,183.0,1417.0,3637.0,5700.0,70.925,52.105,0.828,21,37,2025-01-06
NOLSM32513601,2,Etching,227.0,1418.0,3639.0,5726.0,71.041,50.661,1.018,21,38,2025-01-06
NOLSM32513602,3,Etching,270.0,1476.0,3643.0,5686.0,71.042,50.741,1.214,21,39,2025-01-06
NOLSM32513603,1,Etching,193.0,1368.0,3634.0,5715.0,70.914,51.201,0.94,21,40,2025-01-06
NOLSM32513604,2,Etching,184.0,1425.0,3633.0,5681.0,71.185,51.177,0.928,21,41,2025-01-06
NOLSM32513605,3,Etching,138.0,1398.0,3633.0,5722.0,71.033,51.823,0.95,21,42,2025-01-06
NOLSM32513606,1,Etching,218.0,1408.0,3635.0,5711.0,70.9,51.512,1.154,21,43,2025-01-06
NOLSM32513607,2,Etching,212.0,1454.0,3637.0,5705.0,71.186,51.52,0.892,21,44,2025-01-06
NOLSM32513608,3,Etching,245.0,1405.0,3636.0,,70.771,50.944,1.088,21,45,2025-01-06
NOLSM32513609,1,Etching,161.0,1371.0,3633.0,5688.0,71.138,51.42,1.204,21,46,2025-01-06
NOLSM32513610,2,Etching,211.0,1384.0,3635.0,5691.0,70.944,51.446,1.08,21,47,2025-01-06
NOLSM32513611,3,Etching,193.0,1413.0,3634.0,5683.0,70.765,51.613,0.941,21,48,2025-01-06
NOLSM32513612,1,Etching,274.0,1409.0,3644.0,5689.0,70.926,51.649,0.983,21,49,2025-01-06
NOLSM32513613,2,Etching,233.0,1466.0,3645.0,5721.0,70.878,51.54,1.216,21,50,2025-01-06
NOLSM32513614,3,Etching,243.0,1394.0,3639.0,5694.0,71.049,51.369,1.253,21,51,2025-01-06
NOLSM32513615,1,Etching,184.0,1420.0,3635.0,,70.958,51.218,1.04,21,52,2025-01-06
NOLSM32513616,2,Etching,219.0,1519.0,3643.0,5723.0,71.077,51.43,1.233,21,53,2025-01-06
NOLSM32513617,3,Etching,217.0,1382.0,3641.0,5726.0,71.033,51.326,1.089,21,54,2025-01-06
