No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM32513454,3,photo_li,34.748,G,436,552.897,109.324,18,26,2025-01-03
NOLSM32513455,1,photo_li,45.621,G,436,552.922,109.743,18,27,2025-01-03
NOLSM32513456,1,photo_li,38.374,G,436,552.241,109.616,19,28,2025-01-04
NOLSM32513457,1,photo_li,40.302,G,436,554.172,109.95,19,29,2025-01-04
NOLSM32513458,1,photo_li,49.572,G,436,539.668,110.461,19,30,2025-01-04
NOLSM32513459,1,photo_li,48.808,G,436,543.746,110.501,19,31,2025-01-04
NOLSM32513460,1,photo_li,38.085,G,436,557.394,109.555,19,32,2025-01-04
NOLSM32513461,1,photo_li,40.309,G,436,559.516,109.123,19,33,2025-01-04
NOLSM32513462,1,photo_li,24.205,G,436,551.713,108.332,19,34,2025-01-04
NOLSM32513463,1,photo_li,30.618,G,436,551.77,108.618,19,35,2025-01-04
NOLSM32513464,1,photo_li,36.404,G,436,553.733,108.789,19,36,2025-01-04
NOLSM32513465,2,photo_li,23.893,G,436,553.391,108.455,19,37,2025-01-04
NOLSM32513466,2,photo_li,29.537,G,436,555.071,108.056,19,38,2025-01-04
NOLSM32513467,2,photo_li,38.016,G,436,558.665,108.894,19,39,2025-01-04
NOLSM32513468,2,photo_li,34.142,G,436,554.714,109.184,19,40,2025-01-04
NOLSM32513469,2,photo_li,29.463,G,436,549.177,108.516,19,41,2025-01-04
NOLSM32513470,2,photo_li,43.33,G,436,553.403,109.574,19,42,2025-01-04
NOLSM32513471,2,photo_li,42.339,G,436,553.268,109.881,19,43,2025-01-04
NOLSM32513472,2,photo_li,38.714,G,436,555.997,109.751,19,44,2025-01-04
NOLSM32513473,2,photo_li,40.124,G,436,558.402,109.149,19,45,2025-01-04
NOLSM32513474,3,photo_li,19.456,G,436,550.113,107.811,19,46,2025-01-04
NOLSM32513475,3,photo_li,28.98,G,436,546.746,108.396,19,47,2025-01-04
NOLSM32513476,3,photo_li,39.478,G,436,553.634,109.165,19,48,2025-01-04
NOLSM32513477,3,photo_li,19.229,G,436,553.72,107.373,19,49,2025-01-04
NOLSM32513478,3,photo_li,28.543,G,436,548.861,108.02,19,50,2025-01-04
NOLSM32513479,3,photo_li,25.437,G,436,552.367,108.391,19,51,2025-01-04
NOLSM32513480,3,photo_li,31.964,G,436,544.805,109.24,19,52,2025-01-04
NOLSM32513481,3,photo_li,14.978,G,436,546.785,107.881,19,53,2025-01-04
NOLSM32513482,3,photo_li,18.02,G,436,549.951,107.351,19,54,2025-01-04
NOLSM32513483,2,photo_li,38.354,G,436,552.298,109.424,19,1,2025-01-04
NOLSM32513484,3,photo_li,40.222,G,436,554.221,109.818,19,2,2025-01-04
NOLSM32513485,1,photo_li,49.559,G,436,539.569,110.59,19,3,2025-01-04
NOLSM32513486,2,photo_li,48.881,G,436,543.853,110.612,19,4,2025-01-04
NOLSM32513487,3,photo_li,38.048,G,436,557.234,109.665,19,5,2025-01-04
NOLSM32513488,1,photo_li,40.446,G,436,559.588,108.999,19,6,2025-01-04
NOLSM32513489,2,photo_li,24.335,G,436,551.741,108.271,19,7,2025-01-04
NOLSM32513490,3,photo_li,30.523,G,436,551.676,108.561,19,8,2025-01-04
NOLSM32513491,1,photo_li,36.343,G,436,553.808,108.832,19,9,2025-01-04
NOLSM32513492,2,photo_li,24.257,G,436,553.341,108.235,19,10,2025-01-04
NOLSM32513493,3,photo_li,29.624,G,436,554.91,107.87,19,11,2025-01-04
NOLSM32513494,1,photo_li,37.936,G,436,558.717,108.858,19,12,2025-01-04
NOLSM32513495,2,photo_li,33.988,G,436,554.68,109.11,19,13,2025-01-04
NOLSM32513496,3,photo_li,29.166,G,436,549.302,108.388,19,14,2025-01-04
NOLSM32513497,1,photo_li,43.304,G,436,553.304,109.577,19,15,2025-01-04
NOLSM32513498,2,photo_li,42.278,G,436,553.214,109.893,19,16,2025-01-04
NOLSM32513499,3,photo_li,38.334,G,436,555.615,109.725,19,17,2025-01-04
NOLSM32513500,1,photo_li,39.872,G,436,558.51,108.99,19,18,2025-01-04
NOLSM32513501,2,photo_li,19.269,G,436,550.3,107.744,19,19,2025-01-04
NOLSM32513502,3,photo_li,28.969,G,436,546.761,108.201,19,20,2025-01-04
NOLSM32513503,1,photo_li,39.389,G,436,553.678,109.163,19,21,2025-01-04
NOLSM32513504,2,photo_li,19.54,G,436,553.701,107.46,19,22,2025-01-04
NOLSM32513505,3,photo_li,28.541,G,436,548.788,107.91,19,23,2025-01-04
NOLSM32513506,2,photo_li,25.58,G,436,552.484,108.453,19,24,2025-01-04
NOLSM32513507,3,photo_li,32.024,G,436,544.609,109.18,19,25,2025-01-04
NOLSM32513508,1,photo_li,14.953,G,436,546.867,107.798,19,26,2025-01-04
NOLSM32513509,2,photo_li,17.731,G,436,550.147,107.259,19,27,2025-01-04
NOLSM32513510,1,photo_li,30.578,G,436,565.476,106.859,20,28,2025-01-12
NOLSM32513511,1,photo_li,22.935,G,436,562.309,107.889,20,29,2025-01-12
NOLSM32513512,1,photo_li,16.869,G,436,547.92,107.137,20,30,2025-01-12
NOLSM32513513,1,photo_li,32.89,G,436,549.081,109.174,20,31,2025-01-12
NOLSM32513514,1,photo_li,30.889,G,436,552.792,108.404,20,32,2025-01-12
NOLSM32513515,1,photo_li,25.243,G,436,549.418,108.636,20,33,2025-01-12
NOLSM32513516,1,photo_li,31.793,G,436,562.868,108.326,20,34,2025-01-12
NOLSM32513517,1,photo_li,28.07,G,436,543.246,108.778,20,35,2025-01-12
NOLSM32513518,1,photo_li,29.787,G,436,549.138,108.435,20,36,2025-01-12
NOLSM32513519,2,photo_li,38.175,G,436,542.422,109.275,20,37,2025-01-12
NOLSM32513520,2,photo_li,32.076,G,436,546.266,109.457,20,38,2025-01-12
NOLSM32513521,2,photo_li,30.355,G,436,560.855,107.818,20,39,2025-01-12
NOLSM32513522,2,photo_li,37.515,G,436,551.178,109.15,20,40,2025-01-12
NOLSM32513523,2,photo_li,32.22,G,436,547.244,109.138,20,41,2025-01-12
NOLSM32513524,2,photo_li,35.701,G,436,546.599,109.638,20,42,2025-01-12
NOLSM32513525,2,photo_li,46.295,G,436,553.213,109.826,20,43,2025-01-12
NOLSM32513526,2,photo_li,34.969,G,436,547.645,109.292,20,44,2025-01-12
NOLSM32513527,2,photo_li,34.192,G,436,547.963,109.214,20,45,2025-01-12
NOLSM32513528,3,photo_li,42.388,G,436,556.853,109.351,20,46,2025-01-12
NOLSM32513529,3,photo_li,32.87,G,436,542.326,109.279,20,47,2025-01-12
NOLSM32513530,3,photo_li,36.143,G,436,543.158,109.784,20,48,2025-01-12
NOLSM32513531,3,photo_li,36.479,G,436,545.705,109.304,20,49,2025-01-12
NOLSM32513532,3,photo_li,36.137,G,436,556.144,109.491,20,50,2025-01-12
NOLSM32513533,3,photo_li,30.325,G,436,548.361,108.505,20,51,2025-01-12
NOLSM32513534,3,photo_li,33.283,G,436,548.554,109.038,20,52,2025-01-12
NOLSM32513535,3,photo_li,37.418,G,436,544.696,109.958,20,53,2025-01-12
NOLSM32513536,3,photo_li,43.596,G,436,543.363,109.895,20,54,2025-01-12
NOLSM32513537,3,photo_li,30.567,G,436,565.457,106.909,20,1,2025-01-12
NOLSM32513538,1,photo_li,23.11,G,436,562.502,107.622,20,2,2025-01-12
NOLSM32513539,2,photo_li,16.899,G,436,547.962,107.028,20,3,2025-01-12
NOLSM32513540,3,photo_li,32.912,G,436,548.904,109.079,20,4,2025-01-12
NOLSM32513541,1,photo_li,30.562,G,436,552.842,108.524,20,5,2025-01-12
NOLSM32513542,2,photo_li,25.379,G,436,549.254,108.491,20,6,2025-01-12
NOLSM32513543,1,photo_li,31.891,G,436,562.955,108.344,20,7,2025-01-12
NOLSM32513544,2,photo_li,28.135,G,436,543.304,108.921,20,8,2025-01-12
NOLSM32513545,3,photo_li,29.901,G,436,548.989,108.678,20,9,2025-01-12
NOLSM32513546,1,photo_li,38.37,G,436,542.245,109.484,20,10,2025-01-12
NOLSM32513547,2,photo_li,32.028,G,436,546.067,109.068,20,11,2025-01-12
NOLSM32513548,3,photo_li,30.301,G,436,560.867,108.13,20,12,2025-01-12
NOLSM32513549,1,photo_li,37.492,G,436,551.193,109.094,20,13,2025-01-12
NOLSM32513550,2,photo_li,32.128,G,436,547.278,109.254,20,14,2025-01-12
NOLSM32513551,3,photo_li,35.654,G,436,546.596,109.622,20,15,2025-01-12
NOLSM32513552,1,photo_li,46.564,G,436,553.35,109.801,20,16,2025-01-12
NOLSM32513553,2,photo_li,34.611,G,436,547.562,109.336,20,17,2025-01-12
NOLSM32513554,3,photo_li,34.254,G,436,547.65,109.418,20,18,2025-01-12
NOLSM32513555,1,photo_li,42.197,G,436,556.94,109.408,20,19,2025-01-12
NOLSM32513556,2,photo_li,32.97,G,436,542.262,109.49,20,20,2025-01-12
NOLSM32513557,3,photo_li,36.069,G,436,543.097,109.624,20,21,2025-01-12
NOLSM32513558,1,photo_li,36.471,G,436,545.612,109.088,20,22,2025-01-12
NOLSM32513559,2,photo_li,36.524,G,436,555.968,109.482,20,23,2025-01-12
NOLSM32513560,3,photo_li,30.192,G,436,548.219,108.494,20,24,2025-01-12
NOLSM32513561,2,photo_li,33.186,G,436,548.582,109.429,20,25,2025-01-12
NOLSM32513562,3,photo_li,37.467,G,436,544.883,109.873,20,26,2025-01-12
NOLSM32513563,1,photo_li,43.512,G,436,543.354,109.998,20,27,2025-01-12
NOLSM32513564,1,photo_li,30.984,H,405,516.679,109.733,1,28,2025-01-06
NOLSM32513565,1,photo_li,29.745,H,405,501.672,106.944,1,29,2025-01-06
NOLSM32513566,1,photo_li,28.07,I,365,506.6,110.469,1,30,2025-01-06
NOLSM32513567,1,photo_li,31.559,I,365,537.659,107.214,1,31,2025-01-06
NOLSM32513568,1,photo_li,31.813,I,365,560.541,108.043,1,32,2025-01-06
NOLSM32513569,1,photo_li,50.961,H,405,500.815,107.187,1,33,2025-01-06
NOLSM32513570,1,photo_li,24.884,I,365,516.947,108.389,1,34,2025-01-06
NOLSM32513571,1,photo_li,33.819,G,436,491.91,106.03,1,35,2025-01-06
NOLSM32513572,1,photo_li,61.896,H,405,506.292,108.991,1,36,2025-01-06
NOLSM32513573,2,photo_li,41.358,H,405,499.518,109.683,1,37,2025-01-06
NOLSM32513574,2,photo_li,54.57,G,436,525.301,107.619,1,38,2025-01-06
NOLSM32513575,2,photo_li,31.391,G,436,488.555,111.053,1,39,2025-01-06
NOLSM32513576,2,photo_li,23.971,H,405,478.605,107.172,1,40,2025-01-06
NOLSM32513577,2,photo_li,27.227,G,436,516.817,110.401,1,41,2025-01-06
NOLSM32513578,2,photo_li,16.538,H,405,529.322,109.978,1,42,2025-01-06
NOLSM32513579,2,photo_li,43.707,H,405,472.778,110.393,1,43,2025-01-06
NOLSM32513580,2,photo_li,41.939,I,365,561.906,107.477,1,44,2025-01-06
NOLSM32513581,2,photo_li,30.349,I,365,523.42,108.825,1,45,2025-01-06
NOLSM32513582,3,photo_li,61.408,H,405,514.726,106.397,1,46,2025-01-06
NOLSM32513583,3,photo_li,47.68,H,405,534.2,110.225,1,47,2025-01-06
NOLSM32513584,3,photo_li,28.531,I,365,499.693,109.663,1,48,2025-01-06
NOLSM32513585,3,photo_li,38.215,G,436,537.506,108.129,1,49,2025-01-06
NOLSM32513586,3,photo_li,52.897,I,365,532.387,109.246,1,50,2025-01-06
NOLSM32513587,3,photo_li,37.653,H,405,514.793,108.098,1,51,2025-01-06
NOLSM32513588,3,photo_li,27.665,G,436,494.257,111.31,1,52,2025-01-06
NOLSM32513589,3,photo_li,49.258,G,436,532.981,106.5,1,53,2025-01-06
NOLSM32513590,3,photo_li,40.702,G,436,519.0,109.509,1,54,2025-01-06
NOLSM32513591,1,photo_li,47.758,G,436,548.378,110.587,21,28,2025-01-06
NOLSM32513592,1,photo_li,37.486,G,436,541.955,109.847,21,29,2025-01-06
NOLSM32513593,1,photo_li,45.14,G,436,542.625,110.106,21,30,2025-01-06
NOLSM32513594,1,photo_li,39.896,G,436,547.374,109.874,21,31,2025-01-06
NOLSM32513595,1,photo_li,45.487,G,436,532.11,111.17,21,32,2025-01-06
NOLSM32513596,1,photo_li,54.158,G,436,537.63,111.148,21,33,2025-01-06
NOLSM32513597,1,photo_li,42.655,G,436,542.178,110.136,21,34,2025-01-06
NOLSM32513598,1,photo_li,48.866,G,436,546.742,111.027,21,35,2025-01-06
NOLSM32513599,1,photo_li,31.712,G,436,544.684,108.864,21,36,2025-01-06
NOLSM32513600,2,photo_li,39.646,G,436,547.338,109.894,21,37,2025-01-06
NOLSM32513601,2,photo_li,34.54,G,436,543.427,109.486,21,38,2025-01-06
NOLSM32513602,2,photo_li,36.818,G,436,545.639,109.143,21,39,2025-01-06
NOLSM32513603,2,photo_li,32.189,G,436,542.063,109.263,21,40,2025-01-06
NOLSM32513604,2,photo_li,40.271,G,436,544.571,109.381,21,41,2025-01-06
NOLSM32513605,2,photo_li,30.759,G,436,540.585,109.112,21,42,2025-01-06
NOLSM32513606,2,photo_li,37.121,G,436,539.07,109.855,21,43,2025-01-06
NOLSM32513607,2,photo_li,30.28,G,436,470.531,108.592,21,44,2025-01-06
NOLSM32513608,2,photo_li,29.35,G,436,473.177,108.765,21,45,2025-01-06
NOLSM32513609,3,photo_li,30.446,G,436,479.056,108.859,21,46,2025-01-06
NOLSM32513610,3,photo_li,30.487,G,436,472.194,108.912,21,47,2025-01-06
NOLSM32513611,3,photo_li,31.041,G,436,473.638,108.658,21,48,2025-01-06
NOLSM32513612,3,photo_li,22.216,G,436,482.191,108.363,21,49,2025-01-06
NOLSM32513613,3,photo_li,26.596,G,436,469.821,108.682,21,50,2025-01-06
NOLSM32513614,3,photo_li,30.343,G,436,480.791,108.345,21,51,2025-01-06
NOLSM32513615,3,photo_li,32.005,G,436,471.555,108.643,21,52,2025-01-06
NOLSM32513616,3,photo_li,25.038,G,436,469.426,108.573,21,53,2025-01-06
NOLSM32513617,3,photo_li,34.196,G,436,472.355,109.162,21,54,2025-01-06
NOLSM32513618,1,photo_li,30.978,H,405,516.56,109.868,1,1,2025-01-06
NOLSM32513619,2,photo_li,29.668,H,405,501.851,107.116,1,2,2025-01-06
NOLSM32513620,3,photo_li,28.179,I,365,506.651,110.615,1,3,2025-01-06
NOLSM32513621,1,photo_li,31.639,I,365,537.531,107.181,1,4,2025-01-06
NOLSM32513622,2,photo_li,32.055,I,365,560.897,108.084,1,5,2025-01-06
NOLSM32513623,3,photo_li,50.961,H,405,500.831,106.934,1,6,2025-01-06
NOLSM32513624,2,photo_li,24.801,I,365,516.861,108.69,1,7,2025-01-06
NOLSM32513625,3,photo_li,33.812,G,436,492.144,106.135,1,8,2025-01-06
NOLSM32513626,1,photo_li,61.999,H,405,506.122,108.915,1,9,2025-01-06
NOLSM32513627,2,photo_li,41.406,H,405,499.436,109.651,1,10,2025-01-06
NOLSM32513628,3,photo_li,54.836,G,436,525.294,107.589,1,11,2025-01-06
NOLSM32513629,1,photo_li,31.244,G,436,488.658,111.047,1,12,2025-01-06
NOLSM32513630,2,photo_li,23.749,H,405,478.442,107.155,1,13,2025-01-06
NOLSM32513631,3,photo_li,27.357,G,436,516.742,110.277,1,14,2025-01-06
NOLSM32513632,1,photo_li,16.439,H,405,529.122,110.005,1,15,2025-01-06
NOLSM32513633,2,photo_li,43.489,H,405,472.577,110.485,1,16,2025-01-06
NOLSM32513634,3,photo_li,41.712,I,365,561.831,107.448,1,17,2025-01-06
NOLSM32513635,1,photo_li,30.424,I,365,523.765,108.657,1,18,2025-01-06
NOLSM32513636,2,photo_li,61.588,H,405,514.348,106.302,1,19,2025-01-06
NOLSM32513637,3,photo_li,47.617,H,405,533.928,109.911,1,20,2025-01-06
NOLSM32513638,1,photo_li,28.607,I,365,499.295,109.371,1,21,2025-01-06
NOLSM32513639,2,photo_li,38.426,G,436,537.4,107.921,1,22,2025-01-06
NOLSM32513640,3,photo_li,52.733,I,365,532.329,109.463,1,23,2025-01-06
NOLSM32513641,1,photo_li,37.689,H,405,514.967,108.119,1,24,2025-01-06
NOLSM32513642,2,photo_li,27.594,G,436,494.345,111.192,1,25,2025-01-06
NOLSM32513643,3,photo_li,49.101,G,436,533.009,106.261,1,26,2025-01-06
NOLSM32513644,1,photo_li,40.7,G,436,518.913,109.552,1,27,2025-01-06
NOLSM32513645,2,photo_li,47.918,G,436,548.397,110.526,21,1,2025-01-06
NOLSM32513646,3,photo_li,37.453,G,436,541.761,109.906,21,2,2025-01-06
NOLSM32513647,1,photo_li,45.018,G,436,542.737,110.077,21,3,2025-01-06
NOLSM32513648,2,photo_li,39.838,G,436,547.546,109.911,21,4,2025-01-06
NOLSM32513649,3,photo_li,45.461,G,436,531.949,111.263,21,5,2025-01-06
NOLSM32513650,1,photo_li,54.218,G,436,537.722,111.107,21,6,2025-01-06
NOLSM32513651,2,photo_li,42.732,G,436,542.223,110.444,21,7,2025-01-06
NOLSM32513652,3,photo_li,48.699,G,436,546.505,111.107,21,8,2025-01-06
NOLSM32513653,1,photo_li,31.493,G,436,544.815,108.879,21,9,2025-01-06
NOLSM32513654,2,photo_li,39.295,G,436,547.31,109.864,21,10,2025-01-06
NOLSM32513655,3,photo_li,34.558,G,436,543.273,109.488,21,11,2025-01-06
NOLSM32513656,1,photo_li,36.96,G,436,545.802,109.278,21,12,2025-01-06
NOLSM32513657,3,photo_li,32.337,G,436,542.108,109.253,21,13,2025-01-06
NOLSM32513658,1,photo_li,40.309,G,436,544.66,109.419,21,14,2025-01-06
NOLSM32513659,2,photo_li,30.764,G,436,540.682,109.233,21,15,2025-01-06
NOLSM32513660,3,photo_li,36.83,G,436,539.38,109.903,21,16,2025-01-06
NOLSM32513661,1,photo_li,30.281,G,436,554.064,108.454,21,17,2025-01-06
NOLSM32513662,2,photo_li,29.364,G,436,548.511,108.884,21,18,2025-01-06
NOLSM32513663,3,photo_li,30.526,G,436,544.391,108.89,21,19,2025-01-06
NOLSM32513664,2,photo_li,30.473,G,436,558.861,108.89,21,20,2025-01-06
NOLSM32513665,3,photo_li,31.162,G,436,552.456,108.902,21,21,2025-01-06
NOLSM32513666,1,photo_li,22.086,G,436,546.049,108.221,21,22,2025-01-06
NOLSM32513667,2,photo_li,26.588,G,436,551.358,108.683,21,23,2025-01-06
NOLSM32513668,3,photo_li,30.247,G,436,556.087,108.107,21,24,2025-01-06
NOLSM32513669,1,photo_li,31.684,G,436,551.231,108.639,21,25,2025-01-06
NOLSM32513670,2,photo_li,24.909,G,436,550.461,108.318,21,26,2025-01-06
NOLSM32513671,3,photo_li,34.105,G,436,563.453,108.957,21,27,2025-01-06
NOLSM32513672,1,photo_li,43.646,H,405,472.802,106.701,2,28,2025-01-07
NOLSM32513673,1,photo_li,44.855,G,436,534.403,109.287,2,29,2025-01-07
NOLSM32513674,1,photo_li,42.619,G,436,541.513,107.073,2,30,2025-01-07
NOLSM32513675,1,photo_li,45.958,H,405,542.373,107.04,2,31,2025-01-07
NOLSM32513676,1,photo_li,63.239,H,405,511.003,108.344,2,32,2025-01-07
NOLSM32513677,1,photo_li,34.765,H,405,518.242,106.193,2,33,2025-01-07
NOLSM32513678,1,photo_li,34.261,H,405,541.339,110.834,2,34,2025-01-07
NOLSM32513679,1,photo_li,24.104,G,436,520.236,107.848,2,35,2025-01-07
NOLSM32513680,1,photo_li,64.851,I,365,495.498,107.992,2,36,2025-01-07
NOLSM32513681,2,photo_li,34.087,G,436,546.452,108.861,2,37,2025-01-07
NOLSM32513682,2,photo_li,43.477,G,436,501.166,106.725,2,38,2025-01-07
NOLSM32513683,2,photo_li,44.018,H,405,539.423,108.763,2,39,2025-01-07
NOLSM32513684,2,photo_li,50.362,H,405,503.298,108.051,2,40,2025-01-07
NOLSM32513685,2,photo_li,59.596,G,436,550.588,107.263,2,41,2025-01-07
NOLSM32513686,2,photo_li,50.89,G,436,509.416,106.962,2,42,2025-01-07
NOLSM32513687,2,photo_li,30.243,I,365,536.581,109.968,2,43,2025-01-07
NOLSM32513688,2,photo_li,51.196,G,436,516.355,108.277,2,44,2025-01-07
NOLSM32513689,2,photo_li,51.028,G,436,540.567,108.201,2,45,2025-01-07
NOLSM32513690,3,photo_li,34.292,G,436,556.753,107.985,2,46,2025-01-07
NOLSM32513691,3,photo_li,29.171,G,436,533.281,108.301,2,47,2025-01-07
NOLSM32513692,3,photo_li,58.239,H,405,518.605,109.184,2,48,2025-01-07
NOLSM32513693,3,photo_li,50.243,H,405,511.262,107.435,2,49,2025-01-07
NOLSM32513694,3,photo_li,48.281,G,436,534.665,108.259,2,50,2025-01-07
NOLSM32513695,3,photo_li,47.592,I,365,500.294,108.416,2,51,2025-01-07
NOLSM32513696,3,photo_li,49.072,G,436,511.02,109.307,2,52,2025-01-07
NOLSM32513697,3,photo_li,41.458,I,365,522.092,108.626,2,53,2025-01-07
NOLSM32513698,3,photo_li,46.387,G,436,499.75,107.447,2,54,2025-01-07
NOLSM32513699,1,photo_li,30.183,G,436,470.26,108.527,22,28,2025-01-07
NOLSM32513700,1,photo_li,26.944,G,436,460.673,108.842,22,29,2025-01-07
NOLSM32513701,1,photo_li,31.474,G,436,472.947,108.938,22,30,2025-01-07
NOLSM32513702,1,photo_li,37.349,G,436,474.084,108.961,22,31,2025-01-07
NOLSM32513703,1,photo_li,30.324,G,436,472.14,108.982,22,32,2025-01-07
NOLSM32513704,1,photo_li,32.635,G,436,472.729,108.916,22,33,2025-01-07
NOLSM32513705,1,photo_li,17.203,G,436,477.907,108.255,22,34,2025-01-07
NOLSM32513706,1,photo_li,28.722,G,436,470.6,108.858,22,35,2025-01-07
NOLSM32513707,1,photo_li,29.17,G,436,468.949,108.216,22,36,2025-01-07
NOLSM32513708,2,photo_li,26.48,G,436,469.6,108.201,22,37,2025-01-07
NOLSM32513709,2,photo_li,33.874,G,436,476.263,109.298,22,38,2025-01-07
NOLSM32513710,2,photo_li,29.952,G,436,476.969,108.56,22,39,2025-01-07
NOLSM32513711,2,photo_li,19.69,G,436,552.615,107.717,22,40,2025-01-07
NOLSM32513712,2,photo_li,21.358,G,436,557.049,107.875,22,41,2025-01-07
NOLSM32513713,2,photo_li,28.21,G,436,548.992,107.604,22,42,2025-01-07
NOLSM32513714,2,photo_li,40.613,G,436,551.28,109.43,22,43,2025-01-07
NOLSM32513715,2,photo_li,25.409,G,436,548.635,108.395,22,44,2025-01-07
NOLSM32513716,2,photo_li,29.089,G,436,549.754,108.258,22,45,2025-01-07
NOLSM32513717,3,photo_li,32.599,G,436,555.985,108.67,22,46,2025-01-07
NOLSM32513718,3,photo_li,24.436,G,436,545.52,108.465,22,47,2025-01-07
NOLSM32513719,3,photo_li,31.225,G,436,564.958,108.148,22,48,2025-01-07
NOLSM32513720,3,photo_li,23.628,G,436,559.271,108.168,22,49,2025-01-07
NOLSM32513721,3,photo_li,28.727,G,436,551.699,107.93,22,50,2025-01-07
NOLSM32513722,3,photo_li,29.355,G,436,555.338,108.436,22,51,2025-01-07
NOLSM32513723,3,photo_li,25.96,G,436,559.321,108.44,22,52,2025-01-07
NOLSM32513724,3,photo_li,29.158,G,436,553.245,107.888,22,53,2025-01-07
NOLSM32513725,3,photo_li,20.335,G,436,552.532,107.845,22,54,2025-01-07
NOLSM32513726,2,photo_li,43.523,H,405,472.925,106.77,2,1,2025-01-07
NOLSM32513727,3,photo_li,44.86,G,436,534.477,109.405,2,2,2025-01-07
NOLSM32513728,1,photo_li,42.555,G,436,541.5,107.347,2,3,2025-01-07
NOLSM32513729,3,photo_li,46.091,H,405,542.296,107.245,2,4,2025-01-07
NOLSM32513730,1,photo_li,63.166,H,405,510.759,108.475,2,5,2025-01-07
NOLSM32513731,3,photo_li,34.785,H,405,518.215,106.355,2,6,2025-01-07
NOLSM32513732,1,photo_li,34.222,H,405,541.628,110.969,2,7,2025-01-07
NOLSM32513733,2,photo_li,24.281,G,436,519.994,107.814,2,8,2025-01-07
NOLSM32513734,3,photo_li,64.678,I,365,495.851,108.093,2,9,2025-01-07
NOLSM32513735,1,photo_li,34.189,G,436,546.677,108.855,2,10,2025-01-07
NOLSM32513736,2,photo_li,43.55,G,436,501.065,107.027,2,11,2025-01-07
NOLSM32513737,3,photo_li,43.687,H,405,539.529,108.733,2,12,2025-01-07
NOLSM32513738,1,photo_li,50.316,H,405,503.306,108.044,2,13,2025-01-07
NOLSM32513739,2,photo_li,59.728,G,436,550.857,107.2,2,14,2025-01-07
NOLSM32513740,3,photo_li,50.885,G,436,509.36,106.809,2,15,2025-01-07
NOLSM32513741,1,photo_li,30.162,I,365,536.484,109.883,2,16,2025-01-07
NOLSM32513742,2,photo_li,51.112,G,436,515.922,108.395,2,17,2025-01-07
NOLSM32513743,3,photo_li,51.056,G,436,540.87,107.938,2,18,2025-01-07
NOLSM32513744,1,photo_li,34.179,G,436,556.815,107.857,2,19,2025-01-07
NOLSM32513745,2,photo_li,29.122,G,436,533.336,108.554,2,20,2025-01-07
NOLSM32513746,3,photo_li,58.26,H,405,518.44,108.983,2,21,2025-01-07
NOLSM32513747,1,photo_li,50.329,H,405,511.275,107.375,2,22,2025-01-07
NOLSM32513748,2,photo_li,48.271,G,436,534.786,108.25,2,23,2025-01-07
NOLSM32513749,3,photo_li,47.233,I,365,500.122,108.082,2,24,2025-01-07
NOLSM32513750,1,photo_li,48.908,G,436,511.09,109.483,2,25,2025-01-07
NOLSM32513751,2,photo_li,41.309,I,365,522.102,108.673,2,26,2025-01-07
NOLSM32513752,3,photo_li,46.187,G,436,499.431,107.613,2,27,2025-01-07
NOLSM32513753,1,photo_li,30.164,G,436,555.988,108.434,22,1,2025-01-07
NOLSM32513754,2,photo_li,27.032,G,436,547.435,108.597,22,2,2025-01-07
NOLSM32513755,3,photo_li,31.349,G,436,550.593,108.939,22,3,2025-01-07
NOLSM32513756,1,photo_li,37.141,G,436,553.109,109.278,22,4,2025-01-07
NOLSM32513757,2,photo_li,30.053,G,436,553.446,109.01,22,5,2025-01-07
NOLSM32513758,3,photo_li,32.766,G,436,557.986,108.896,22,6,2025-01-07
NOLSM32513759,1,photo_li,17.38,G,436,537.135,108.094,22,7,2025-01-07
NOLSM32513760,2,photo_li,28.636,G,436,551.038,108.814,22,8,2025-01-07
NOLSM32513761,3,photo_li,29.253,G,436,551.324,108.063,22,9,2025-01-07
NOLSM32513762,1,photo_li,26.564,G,436,554.224,108.255,22,10,2025-01-07
NOLSM32513763,2,photo_li,33.87,G,436,547.167,109.455,22,11,2025-01-07
NOLSM32513764,3,photo_li,29.914,G,436,548.652,108.506,22,12,2025-01-07
NOLSM32513765,1,photo_li,19.808,G,436,552.647,107.742,22,13,2025-01-07
NOLSM32513766,2,photo_li,21.391,G,436,557.225,107.776,22,14,2025-01-07
NOLSM32513767,3,photo_li,28.368,G,436,548.977,107.932,22,15,2025-01-07
NOLSM32513768,1,photo_li,40.609,G,436,551.034,109.257,22,16,2025-01-07
NOLSM32513769,2,photo_li,25.505,G,436,548.863,108.621,22,17,2025-01-07
NOLSM32513770,3,photo_li,29.343,G,436,549.854,108.208,22,18,2025-01-07
