No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM32513312,1,Photo,1.823,16.254,15.009,19.853,201.085,89.967,494.472,4019.107,5172.154,4.963,91.141,30.081,16,46,2025-01-01
NOLSM32513313,1,Photo,1.547,13.838,14.926,20.047,203.593,90.086,498.572,4067.79,5060.179,5.131,93.028,29.977,16,47,2025-01-01
NOLSM32513314,1,Photo,1.61,14.861,14.794,20.019,197.28,89.863,505.854,4102.215,5003.466,4.863,94.714,30.16,16,48,2025-01-01
NOLSM32513315,1,Photo,1.64,16.687,14.874,20.103,202.59,90.068,502.393,4095.951,5023.543,4.887,89.221,29.969,16,49,2025-01-01
NOLSM32513316,1,Photo,0.932,15.131,15.015,19.901,200.595,89.995,502.905,3984.822,5033.388,5.167,92.281,30.025,16,50,2025-01-01
NOLSM32513317,1,Photo,1.266,16.271,15.043,20.042,203.143,89.835,502.244,4049.75,5067.726,4.926,92.622,30.001,16,51,2025-01-01
NOLSM32513318,1,Photo,0.855,14.655,15.138,19.903,204.308,89.962,499.295,4105.317,5076.928,4.827,91.87,30.214,16,52,2025-01-01
NOLSM32513319,1,Photo,1.053,12.393,14.875,19.957,204.349,89.965,505.62,3960.555,4922.968,5.071,90.156,30.071,16,53,2025-01-01
NOLSM32513320,1,Photo,0.46,18.297,15.066,20.047,203.211,89.946,494.929,4024.337,4994.473,5.143,94.933,29.841,16,54,2025-01-01
NOLSM32513321,3,Photo,1.349,16.242,14.818,20.015,198.605,89.964,502.457,4037.967,4928.45,5.232,93.103,30.001,16,1,2025-01-01
NOLSM32513322,3,Photo,0.557,12.556,14.79,20.018,202.183,90.058,507.2,4005.737,4988.885,5.269,92.282,29.922,16,2,2025-01-01
NOLSM32513323,1,Photo,1.317,12.836,15.087,20.08,199.471,89.916,501.457,4067.569,5083.903,5.3,91.74,30.011,16,3,2025-01-01
NOLSM32513324,1,Photo,0.921,15.221,15.084,19.898,201.146,89.961,503.515,4038.826,5105.053,5.165,89.359,29.949,16,4,2025-01-01
NOLSM32513325,1,Photo,0.811,13.785,14.965,19.906,200.1,89.959,501.382,3929.356,5075.634,5.039,91.032,29.954,16,5,2025-01-01
NOLSM32513326,2,Photo,1.271,14.462,15.162,20.075,207.321,89.882,501.104,4065.637,4944.203,4.806,92.529,29.843,16,6,2025-01-01
NOLSM32513327,2,Photo,1.44,12.851,14.853,19.955,201.137,90.117,501.472,4042.526,5118.994,5.249,91.494,29.704,16,7,2025-01-01
NOLSM32513328,2,Photo,1.225,15.009,15.103,20.039,199.832,89.97,497.126,4129.11,5013.029,5.016,90.32,30.009,16,8,2025-01-01
NOLSM32513329,3,Photo,1.575,13.132,15.118,20.071,201.16,90.116,500.106,4075.044,4971.993,5.002,90.588,30.091,16,9,2025-01-01
NOLSM32513330,3,Photo,1.258,14.085,14.934,19.98,199.274,90.004,501.434,4129.947,4954.893,5.297,91.771,29.987,16,10,2025-01-01
NOLSM32513331,3,Photo,1.101,15.128,15.08,20.068,202.974,90.033,496.477,4112.338,5003.489,4.933,92.147,30.014,16,11,2025-01-01
NOLSM32513332,1,Photo,1.169,12.081,15.04,19.901,196.298,90.005,501.556,4040.969,5103.974,4.905,91.183,30.088,16,12,2025-01-01
NOLSM32513333,1,Photo,1.275,17.849,15.089,19.914,200.993,90.02,495.867,4118.996,4884.146,4.978,91.249,29.924,16,13,2025-01-01
NOLSM32513334,1,Photo,0.752,17.093,15.067,20.026,200.455,89.881,500.47,3983.086,5095.305,5.045,90.901,29.965,16,14,2025-01-01
NOLSM32513335,2,Photo,1.54,16.918,14.975,20.006,201.713,90.062,502.266,4073.238,4886.316,5.078,92.145,29.935,16,15,2025-01-01
NOLSM32513336,2,Photo,0.934,17.143,15.074,19.923,204.122,90.06,503.388,3992.357,5045.451,5.159,92.228,29.83,16,16,2025-01-01
NOLSM32513337,3,Photo,0.787,13.613,15.033,19.909,202.725,89.965,498.45,4044.223,5005.88,5.119,93.35,30.142,16,17,2025-01-01
NOLSM32513338,3,Photo,1.082,14.524,15.19,20.346,202.276,90.143,495.373,4000.961,5021.619,5.064,92.584,30.002,16,18,2025-01-01
NOLSM32513339,3,Photo,1.781,16.386,15.099,19.931,201.036,89.862,494.501,4019.191,5171.952,4.998,91.232,29.928,16,19,2025-01-01
NOLSM32513340,1,Photo,1.659,13.828,14.843,20.07,203.627,89.937,498.247,4067.927,5060.03,5.109,93.14,29.95,16,20,2025-01-01
NOLSM32513341,1,Photo,1.455,14.776,14.813,19.973,197.277,89.993,505.942,4102.209,5003.364,5.102,94.923,30.033,16,21,2025-01-01
NOLSM32513342,2,Photo,1.585,16.728,15.138,19.965,202.395,89.834,502.608,4095.925,5023.548,4.946,89.55,30.044,16,22,2025-01-01
NOLSM32513343,2,Photo,1.049,14.814,15.108,20.058,200.472,89.999,502.945,3984.897,5033.38,5.108,92.228,30.145,16,23,2025-01-01
NOLSM32513344,2,Photo,1.456,16.306,15.056,20.133,202.954,90.097,502.184,4049.748,5067.654,4.997,92.699,29.959,16,24,2025-01-01
NOLSM32513345,3,Photo,0.724,14.627,15.029,20.116,200.687,89.942,499.359,4105.406,5076.811,4.735,92.056,30.049,16,25,2025-01-01
NOLSM32513346,3,Photo,0.973,12.416,14.92,19.813,205.864,90.051,505.751,3960.591,4923.096,4.843,90.266,29.761,16,26,2025-01-01
NOLSM32513347,3,Photo,0.628,18.317,15.218,19.859,197.246,89.867,494.933,4024.423,4994.513,4.887,94.868,30.051,16,27,2025-01-01
NOLSM32513348,2,Photo,1.852,12.905,15.121,19.978,195.453,90.136,504.053,4054.636,4903.73,4.731,93.554,29.914,17,28,2025-01-02
NOLSM32513349,2,Photo,1.245,15.715,15.141,20.083,196.434,89.967,500.012,4063.335,5100.762,5.157,92.304,29.966,17,29,2025-01-02
NOLSM32513350,2,Photo,0.973,17.742,15.087,20.158,196.636,90.1,500.61,4156.484,4926.308,4.97,92.866,29.953,17,30,2025-01-02
NOLSM32513351,2,Photo,1.521,18.014,14.769,20.086,197.499,90.045,494.974,3989.631,5002.68,5.256,92.796,30.099,17,31,2025-01-02
NOLSM32513352,2,Photo,1.234,15.031,14.993,19.99,198.033,89.829,499.215,3972.801,5036.423,4.943,92.482,29.77,17,32,2025-01-02
NOLSM32513353,2,Photo,1.224,15.864,14.975,20.093,197.284,90.065,501.281,3987.633,5002.173,5.074,92.711,29.978,17,33,2025-01-02
NOLSM32513354,2,Photo,1.956,13.353,15.146,20.087,197.939,89.93,493.471,4078.261,5007.02,4.811,91.517,30.03,17,34,2025-01-02
NOLSM32513355,2,Photo,2.018,13.949,15.229,20.039,197.052,89.973,499.345,4047.033,5005.954,4.88,94.047,30.031,17,35,2025-01-02
NOLSM32513356,2,Photo,1.795,13.828,14.962,19.92,197.855,89.949,499.802,4042.935,5000.978,5.109,91.248,30.109,17,36,2025-01-02
NOLSM32513357,2,Photo,1.007,15.453,15.178,19.958,197.851,90.002,502.078,4080.659,4984.83,5.064,90.374,29.945,17,37,2025-01-02
NOLSM32513358,2,Photo,1.318,18.253,14.865,19.981,198.99,90.138,499.79,4001.316,5029.515,5.171,91.465,30.083,17,38,2025-01-02
NOLSM32513359,2,Photo,0.906,17.068,14.963,19.926,198.218,89.924,504.071,4054.582,4924.602,5.094,91.067,30.073,17,39,2025-01-02
NOLSM32513360,2,Photo,0.874,13.727,14.803,20.063,198.84,90.029,498.52,3957.041,5099.326,5.033,93.711,30.0,17,40,2025-01-02
NOLSM32513361,2,Photo,1.511,14.521,14.906,19.948,202.077,90.118,499.53,4088.205,5006.916,5.16,93.415,29.866,17,41,2025-01-02
NOLSM32513362,2,Photo,1.781,15.104,14.93,20.002,202.927,90.039,505.953,4025.562,4998.377,4.984,92.709,29.92,17,42,2025-01-02
NOLSM32513363,2,Photo,1.37,18.163,14.986,20.221,202.353,90.127,495.211,4036.908,4910.599,5.105,90.214,29.953,17,43,2025-01-02
NOLSM32513364,2,Photo,0.755,15.837,14.722,19.999,202.64,90.12,498.363,4013.926,5018.414,5.116,94.187,30.021,17,44,2025-01-02
NOLSM32513365,2,Photo,0.599,14.252,15.311,20.143,202.94,89.864,501.48,3985.512,4985.783,5.029,89.546,30.023,17,45,2025-01-02
NOLSM32513366,2,Photo,1.952,11.188,14.949,19.77,197.211,90.147,501.018,4047.542,4980.504,4.979,91.321,29.993,17,46,2025-01-02
NOLSM32513367,2,Photo,1.635,17.372,14.852,19.955,202.467,90.057,501.134,3955.351,5099.502,4.942,92.716,30.08,17,47,2025-01-02
NOLSM32513368,2,Photo,1.566,13.409,15.146,19.939,202.261,90.084,503.405,4062.668,4983.712,4.896,92.924,29.983,17,48,2025-01-02
NOLSM32513369,2,Photo,0.755,13.646,14.931,20.144,199.265,89.974,500.911,4071.683,4968.762,4.836,93.98,30.037,17,49,2025-01-02
NOLSM32513370,2,Photo,1.552,15.963,14.986,19.927,206.263,89.922,503.386,3985.539,4910.78,5.047,91.297,29.88,17,50,2025-01-02
NOLSM32513371,2,Photo,0.985,18.879,15.095,19.922,203.007,89.954,500.7,3978.723,5008.988,4.955,93.578,29.904,17,51,2025-01-02
NOLSM32513372,2,Photo,0.901,11.212,14.883,20.063,206.182,90.083,499.517,4056.163,5055.356,5.209,91.355,30.076,17,52,2025-01-02
NOLSM32513373,2,Photo,1.37,17.217,14.804,19.914,194.625,89.977,499.937,4029.105,5028.044,4.961,91.098,29.95,17,53,2025-01-02
NOLSM32513374,2,Photo,1.859,16.27,15.011,20.074,199.581,89.786,501.251,3971.193,5055.477,5.199,91.282,29.958,17,54,2025-01-02
NOLSM32513375,1,Photo,1.745,13.139,15.113,19.985,198.907,90.026,504.136,4054.41,4903.652,4.954,93.491,29.992,17,1,2025-01-02
NOLSM32513376,1,Photo,1.087,15.705,15.036,20.01,196.741,89.949,500.086,4063.38,5101.029,5.06,92.278,30.063,17,2,2025-01-02
NOLSM32513377,1,Photo,0.297,17.902,15.112,20.136,194.992,89.917,500.453,4156.219,4926.282,5.087,93.277,30.187,17,3,2025-01-02
NOLSM32513378,2,Photo,1.231,18.162,14.873,19.984,198.27,89.931,494.89,3989.592,5002.625,5.113,92.813,29.931,17,4,2025-01-02
NOLSM32513379,2,Photo,0.712,14.626,15.053,20.217,200.441,89.902,499.075,3972.735,5036.419,5.027,92.689,30.085,17,5,2025-01-02
NOLSM32513380,2,Photo,1.438,15.715,14.97,19.884,200.289,90.098,501.169,3987.471,5002.278,4.915,92.68,30.13,17,6,2025-01-02
NOLSM32513381,3,Photo,1.098,13.241,15.088,20.013,204.605,90.046,493.509,4078.282,5007.311,4.859,91.329,30.149,17,7,2025-01-02
NOLSM32513382,3,Photo,1.687,13.817,15.163,19.986,197.732,89.944,499.446,4046.854,5005.983,4.88,94.136,30.023,17,8,2025-01-02
NOLSM32513383,1,Photo,0.552,13.984,15.065,19.993,204.894,89.924,500.145,4042.936,5000.754,5.077,91.484,29.818,17,9,2025-01-02
NOLSM32513384,1,Photo,1.0,15.489,15.094,20.06,194.507,90.121,502.107,4080.692,4984.749,4.938,90.535,30.075,17,10,2025-01-02
NOLSM32513385,2,Photo,1.341,18.102,15.057,19.995,202.724,89.974,499.894,4016.128,5029.423,5.083,91.361,30.139,17,11,2025-01-02
NOLSM32513386,2,Photo,0.959,16.854,14.99,20.1,198.213,89.874,504.275,4083.685,4924.088,4.997,90.902,29.858,17,12,2025-01-02
NOLSM32513387,2,Photo,0.75,13.642,14.939,20.043,202.735,89.965,498.483,4059.907,5099.18,4.978,93.544,30.036,17,13,2025-01-02
NOLSM32513388,3,Photo,1.909,14.571,15.121,19.893,203.082,89.785,499.612,3974.078,5007.171,5.079,93.342,29.986,17,14,2025-01-02
NOLSM32513389,3,Photo,1.081,15.152,15.064,20.047,201.567,90.126,505.971,3996.467,4998.46,4.923,92.69,29.988,17,15,2025-01-02
NOLSM32513390,3,Photo,1.261,18.186,14.864,20.028,199.372,90.049,495.113,4094.534,4910.613,4.982,90.186,29.799,17,16,2025-01-02
NOLSM32513391,1,Photo,1.365,15.701,14.944,19.875,194.415,89.926,498.36,3966.889,5018.366,5.104,94.057,30.103,17,17,2025-01-02
NOLSM32513392,1,Photo,1.614,14.097,15.158,19.995,197.171,90.034,501.547,3961.806,4985.667,5.033,89.601,29.862,17,18,2025-01-02
NOLSM32513393,2,Photo,1.566,11.236,15.187,20.004,197.131,89.907,501.041,4053.992,4980.806,4.852,91.457,29.968,17,19,2025-01-02
NOLSM32513394,2,Photo,0.854,17.345,15.073,19.907,202.094,89.883,501.07,4135.727,5099.479,4.896,92.498,30.174,17,20,2025-01-02
NOLSM32513395,3,Photo,1.109,13.401,15.028,19.841,202.116,89.982,503.451,4116.947,4983.69,5.057,92.896,30.039,17,21,2025-01-02
NOLSM32513396,3,Photo,1.718,13.555,15.182,19.992,199.214,89.857,500.83,4040.906,4968.66,4.817,93.923,30.13,17,22,2025-01-02
NOLSM32513397,3,Photo,1.438,16.086,15.049,20.017,206.26,89.959,503.285,4084.179,4910.98,5.07,91.413,30.042,17,23,2025-01-02
NOLSM32513398,1,Photo,0.979,18.805,15.187,19.918,203.084,89.742,500.737,4053.822,5009.024,5.161,93.677,30.086,17,24,2025-01-02
NOLSM32513399,1,Photo,1.428,11.111,14.883,19.983,206.247,90.085,499.71,4063.659,5055.414,5.079,91.35,30.222,17,25,2025-01-02
NOLSM32513400,2,Photo,1.694,17.174,14.874,19.981,194.522,90.03,499.853,4054.58,5028.148,4.827,91.041,30.001,17,26,2025-01-02
NOLSM32513401,2,Photo,0.78,16.102,15.139,20.005,199.548,90.086,501.279,4063.632,5055.573,4.904,91.168,29.987,17,27,2025-01-02
NOLSM32513402,3,Photo,1.289,17.06,14.897,20.052,205.312,89.994,505.08,4035.539,5131.672,5.061,93.901,29.81,18,28,2025-01-03
NOLSM32513403,3,Photo,0.788,16.453,15.063,20.025,205.009,90.115,505.098,3952.843,5125.404,5.123,92.447,30.011,18,29,2025-01-03
NOLSM32513404,3,Photo,0.81,16.965,14.995,19.96,201.795,89.967,501.955,3972.39,5046.036,5.025,91.883,29.986,18,30,2025-01-03
NOLSM32513405,3,Photo,0.807,16.794,14.797,19.968,200.943,90.078,500.906,4017.295,5024.889,4.907,91.401,30.043,18,31,2025-01-03
NOLSM32513406,3,Photo,0.702,16.732,14.847,20.125,199.804,90.038,499.753,4072.933,4995.412,4.995,91.017,30.051,18,32,2025-01-03
NOLSM32513407,3,Photo,0.966,16.393,15.136,19.806,199.404,90.055,499.186,4085.054,4979.808,4.983,90.841,29.96,18,33,2025-01-03
NOLSM32513408,3,Photo,0.963,16.749,15.249,19.972,198.862,90.163,499.027,4045.205,4971.863,5.047,91.264,30.021,18,34,2025-01-03
NOLSM32513409,3,Photo,1.012,17.325,15.193,20.059,199.225,90.074,499.165,4009.99,4982.272,4.992,90.619,29.864,18,35,2025-01-03
NOLSM32513410,3,Photo,0.791,16.789,14.857,19.783,197.892,90.128,497.772,3956.569,4945.936,4.944,90.57,29.914,18,36,2025-01-03
NOLSM32513411,3,Photo,0.922,17.546,14.904,20.107,199.048,90.032,499.213,3983.866,4979.553,5.062,91.267,29.957,18,37,2025-01-03
NOLSM32513412,3,Photo,1.136,15.989,14.926,19.946,198.921,90.06,499.198,3983.811,4979.671,5.032,91.037,30.038,18,38,2025-01-03
NOLSM32513413,3,Photo,0.972,19.013,14.93,20.13,199.401,90.088,499.385,3986.879,4983.737,5.016,91.384,29.911,18,39,2025-01-03
NOLSM32513414,3,Photo,0.82,18.818,15.002,19.871,199.677,90.153,499.8,3996.04,4995.307,4.933,91.922,29.981,18,40,2025-01-03
NOLSM32513415,3,Photo,0.48,13.772,15.15,19.986,200.303,89.833,500.212,4004.448,5005.605,4.915,91.485,30.142,18,41,2025-01-03
NOLSM32513416,3,Photo,1.211,18.675,14.919,19.964,200.086,89.903,500.004,4002.833,5003.345,5.115,91.838,30.195,18,42,2025-01-03
NOLSM32513417,3,Photo,0.796,20.765,15.046,19.928,200.71,90.085,500.779,4015.808,5019.725,4.98,91.374,29.97,18,43,2025-01-03
NOLSM32513418,3,Photo,0.835,11.305,15.086,19.984,200.063,89.865,500.166,4002.407,5003.146,4.877,91.593,30.052,18,44,2025-01-03
NOLSM32513419,3,Photo,1.119,15.256,15.053,19.876,200.328,90.073,500.397,4006.535,5008.128,5.058,91.792,30.031,18,45,2025-01-03
NOLSM32513420,3,Photo,0.744,12.356,15.105,20.049,200.324,90.113,500.437,4006.669,5008.173,4.997,91.447,30.032,18,46,2025-01-03
NOLSM32513421,3,Photo,0.733,19.805,14.883,20.147,201.16,89.958,501.126,4020.251,5025.328,5.094,92.238,29.941,18,47,2025-01-03
NOLSM32513422,3,Photo,0.965,16.285,14.983,20.085,201.384,89.975,501.378,4029.547,5036.943,4.966,92.023,29.939,18,48,2025-01-03
NOLSM32513423,3,Photo,0.74,17.668,15.138,20.112,200.961,89.895,501.131,4022.611,5028.145,5.031,92.375,30.193,18,49,2025-01-03
NOLSM32513424,3,Photo,0.704,16.224,15.086,20.159,201.999,90.023,502.103,4041.925,5052.063,5.163,91.792,30.016,18,50,2025-01-03
NOLSM32513425,3,Photo,1.246,17.11,15.035,19.912,200.286,90.094,500.423,4007.462,5009.484,5.154,92.14,29.867,18,51,2025-01-03
NOLSM32513426,3,Photo,1.723,17.109,15.066,20.06,200.637,89.941,500.706,4012.725,5015.919,4.989,91.953,29.853,18,52,2025-01-03
NOLSM32513427,3,Photo,1.117,17.217,14.971,19.982,200.487,90.019,500.521,4008.253,5010.136,5.065,91.826,30.023,18,53,2025-01-03
NOLSM32513428,3,Photo,1.233,16.079,14.923,19.844,200.898,89.948,500.89,4017.293,5021.37,4.962,92.072,30.104,18,54,2025-01-03
NOLSM32513429,2,Photo,0.971,16.839,14.825,19.884,205.116,89.809,505.275,4105.41,5131.813,4.973,93.78,29.857,18,1,2025-01-03
NOLSM32513430,3,Photo,0.646,16.599,15.088,20.127,204.88,89.953,504.909,4100.172,5125.318,5.158,92.464,29.963,18,2,2025-01-03
NOLSM32513431,3,Photo,1.015,16.853,15.113,19.911,201.936,90.047,501.803,4036.853,5046.214,5.035,92.106,29.958,18,3,2025-01-03
NOLSM32513432,3,Photo,0.862,16.812,15.07,19.911,201.027,89.929,500.793,4019.901,5024.68,4.981,91.502,29.872,18,4,2025-01-03
NOLSM32513433,1,Photo,0.796,16.548,15.099,20.146,199.72,89.961,499.864,3996.288,4995.351,5.073,91.049,30.04,18,5,2025-01-03
NOLSM32513434,1,Photo,0.958,16.318,15.008,20.008,199.221,90.171,499.373,3983.774,4979.818,4.801,90.776,29.939,18,6,2025-01-03
NOLSM32513435,1,Photo,1.116,17.066,14.877,19.985,198.826,89.967,498.98,3977.532,4971.994,4.951,91.032,30.143,18,7,2025-01-03
NOLSM32513436,2,Photo,0.964,17.069,15.025,20.133,199.387,89.996,499.385,3985.8,4982.187,4.813,90.824,30.303,18,8,2025-01-03
NOLSM32513437,2,Photo,1.035,16.908,15.034,19.931,197.9,90.077,497.692,3956.775,4945.564,4.863,90.613,30.019,18,9,2025-01-03
NOLSM32513438,3,Photo,0.809,16.608,14.974,20.14,199.262,90.134,499.073,3983.88,4979.538,5.024,91.156,29.978,18,10,2025-01-03
NOLSM32513439,3,Photo,1.028,16.159,15.09,20.191,199.208,90.092,499.053,3983.881,4979.755,5.012,91.047,30.128,18,11,2025-01-03
NOLSM32513440,3,Photo,0.949,15.786,15.175,19.901,199.203,90.04,499.409,3987.052,4983.639,4.974,91.329,30.104,18,12,2025-01-03
NOLSM32513441,1,Photo,0.693,16.983,15.187,20.179,199.642,89.961,499.926,3996.128,4994.98,4.984,91.62,29.915,18,13,2025-01-03
NOLSM32513442,1,Photo,0.774,16.789,15.159,20.027,200.13,90.223,500.413,4004.541,5005.67,4.942,91.462,29.922,18,14,2025-01-03
NOLSM32513443,1,Photo,1.012,16.642,14.749,19.978,200.282,90.031,500.068,4002.59,5003.442,4.945,91.777,29.976,18,15,2025-01-03
NOLSM32513444,2,Photo,0.785,16.815,15.171,20.098,200.777,89.933,501.001,4015.822,5019.879,4.692,91.433,29.959,18,16,2025-01-03
NOLSM32513445,2,Photo,0.958,16.062,15.046,20.066,200.083,89.973,500.087,4002.382,5003.176,4.911,91.525,30.097,18,17,2025-01-03
NOLSM32513446,3,Photo,0.928,17.079,15.018,19.804,200.299,89.949,500.298,4006.652,5008.272,5.237,91.826,30.049,18,18,2025-01-03
NOLSM32513447,3,Photo,0.87,17.001,14.844,19.818,200.424,90.055,500.317,4006.697,5008.692,4.887,91.733,29.882,18,19,2025-01-03
NOLSM32513448,3,Photo,0.704,17.083,15.108,20.032,200.897,90.033,501.113,4020.362,5025.462,5.1,91.97,29.974,18,20,2025-01-03
NOLSM32513449,1,Photo,0.773,16.608,15.059,19.999,201.425,90.05,501.616,4029.568,5036.808,5.131,92.112,30.163,18,21,2025-01-03
NOLSM32513450,1,Photo,0.582,16.661,14.898,20.105,201.159,90.027,500.852,4022.561,5028.321,5.035,92.489,29.94,18,22,2025-01-03
NOLSM32513451,1,Photo,0.808,16.108,14.987,19.784,202.076,90.065,501.989,4041.589,5051.967,5.159,91.707,29.995,18,23,2025-01-03
NOLSM32513452,2,Photo,0.873,17.357,14.892,19.861,200.296,89.913,500.427,4007.627,5009.42,4.966,92.458,29.861,18,24,2025-01-03
NOLSM32513453,2,Photo,0.896,17.251,14.87,20.045,200.764,90.092,500.586,4012.673,5015.84,4.903,91.824,30.134,18,25,2025-01-03
NOLSM32513454,2,Photo,0.781,17.204,14.954,19.85,200.344,90.056,500.487,4008.305,5010.362,5.044,91.958,30.088,18,26,2025-01-03
NOLSM32513455,3,Photo,0.697,16.249,15.027,19.875,200.93,90.11,500.881,4017.101,5021.277,4.96,91.918,29.921,18,27,2025-01-03
NOLSM32513456,1,Photo,1.806,16.541,15.118,20.232,204.22,89.904,501.355,4026.8,5033.556,5.146,92.015,30.019,19,28,2025-01-04
NOLSM32513457,1,Photo,1.788,16.682,14.897,19.948,204.611,90.035,501.214,4027.739,5034.612,5.009,92.528,30.0,19,29,2025-01-04
NOLSM32513458,1,Photo,1.819,15.66,14.991,20.128,203.256,90.04,501.167,4020.926,5026.295,5.132,92.792,29.916,19,30,2025-01-04
NOLSM32513459,1,Photo,0.909,16.172,15.062,19.899,195.499,90.024,501.983,4041.268,5051.455,5.098,92.205,30.021,19,31,2025-01-04
NOLSM32513460,1,Photo,1.502,16.824,15.041,20.036,196.382,89.939,501.681,4031.39,5039.212,5.02,91.548,29.992,19,32,2025-01-04
NOLSM32513461,1,Photo,1.019,16.815,14.918,19.889,196.627,90.136,500.853,4018.412,5023.017,4.873,91.552,30.152,19,33,2025-01-04
NOLSM32513462,1,Photo,0.757,16.997,14.865,20.099,197.527,89.981,500.154,4005.711,5007.187,5.011,91.349,29.987,19,34,2025-01-04
NOLSM32513463,1,Photo,1.335,16.386,14.939,20.066,197.991,90.103,499.466,3987.831,4984.374,4.878,91.418,30.022,19,35,2025-01-04
NOLSM32513464,1,Photo,1.974,17.291,15.063,19.996,197.406,89.878,499.139,3982.401,4978.043,5.14,91.631,30.101,19,36,2025-01-04
NOLSM32513465,1,Photo,1.537,16.907,15.019,20.036,198.008,89.823,500.101,3998.978,4998.747,4.979,91.059,30.12,19,37,2025-01-04
NOLSM32513466,1,Photo,0.421,16.48,14.822,20.015,197.097,90.068,498.974,3978.268,4972.7,4.968,90.659,30.037,19,38,2025-01-04
NOLSM32513467,1,Photo,0.92,16.565,14.843,20.087,197.802,89.742,498.04,3962.106,4952.771,5.023,91.302,30.174,19,39,2025-01-04
NOLSM32513468,1,Photo,1.864,17.443,15.088,19.88,197.85,89.944,500.063,4001.952,5002.444,5.028,91.453,29.901,19,40,2025-01-04
NOLSM32513469,1,Photo,2.052,15.81,15.028,20.142,199.132,89.919,499.384,3987.146,4983.732,5.03,90.829,29.925,19,41,2025-01-04
NOLSM32513470,1,Photo,1.725,19.12,14.744,19.943,198.514,89.93,498.037,3963.168,4953.898,4.994,91.501,29.915,19,42,2025-01-04
NOLSM32513471,1,Photo,0.894,18.826,14.964,20.058,198.673,90.179,500.356,4006.53,5008.298,5.075,91.078,30.039,19,43,2025-01-04
NOLSM32513472,1,Photo,1.46,13.714,14.985,20.054,202.105,90.02,499.333,3985.085,4981.298,4.97,90.885,30.168,19,44,2025-01-04
NOLSM32513473,1,Photo,0.954,18.749,15.185,20.024,203.251,90.08,499.413,3987.789,4985.032,5.025,90.551,30.018,19,45,2025-01-04
NOLSM32513474,1,Photo,0.793,20.85,15.192,20.005,202.483,90.022,502.675,4057.277,5071.261,5.023,92.909,30.036,19,46,2025-01-04
NOLSM32513475,1,Photo,1.304,11.258,14.991,20.113,202.788,90.125,503.331,4068.825,5086.122,5.214,93.613,29.772,19,47,2025-01-04
NOLSM32513476,1,Photo,1.741,15.042,15.086,19.828,202.611,89.993,504.043,4081.8,5102.364,5.21,93.865,29.955,19,48,2025-01-04
NOLSM32513477,1,Photo,1.483,12.395,15.115,19.941,205.711,90.128,505.671,4113.69,5142.05,5.053,92.694,29.967,19,49,2025-01-04
NOLSM32513478,1,Photo,0.745,19.745,14.824,19.916,202.454,89.94,502.592,4001.34,5063.039,5.189,93.168,29.875,19,50,2025-01-04
NOLSM32513479,1,Photo,0.731,16.143,14.966,19.997,203.736,89.915,503.684,4054.625,5093.309,5.094,93.254,29.917,19,51,2025-01-04
NOLSM32513480,1,Photo,0.969,17.369,15.159,20.033,204.522,89.907,504.3,3957.108,5111.147,5.08,93.603,29.984,19,52,2025-01-04
NOLSM32513481,1,Photo,1.08,16.228,15.184,20.017,204.594,90.092,504.515,4087.924,5114.92,4.795,92.926,29.958,19,53,2025-01-04
NOLSM32513482,1,Photo,0.843,16.854,15.011,20.002,202.757,89.936,502.583,4025.388,5068.303,4.983,92.818,29.842,19,54,2025-01-04
NOLSM32513483,3,Photo,0.525,16.482,15.176,19.994,201.109,89.898,501.292,4026.883,5033.462,5.073,91.974,29.938,19,1,2025-01-04
NOLSM32513484,3,Photo,0.921,16.627,14.822,19.911,201.564,90.018,501.327,4027.602,5034.667,4.801,92.475,30.004,19,2,2025-01-04
NOLSM32513485,1,Photo,0.746,15.915,15.141,19.986,200.992,90.053,501.041,4020.916,5026.261,5.088,92.759,30.039,19,3,2025-01-04
NOLSM32513486,1,Photo,0.53,16.283,14.97,20.038,202.059,90.017,501.874,4041.288,5051.57,5.264,92.564,29.912,19,4,2025-01-04
NOLSM32513487,1,Photo,0.903,16.884,14.947,19.881,201.655,90.01,501.512,4031.498,5039.307,5.083,91.732,29.92,19,5,2025-01-04
NOLSM32513488,2,Photo,1.03,16.997,14.656,19.872,200.891,90.039,501.139,4018.612,5022.711,4.912,91.479,30.13,19,6,2025-01-04
