No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM32513392,1,Oxidation,wet,1130.12,H2O,33.33,0.15,129,716.59,17,18,2025-01-02
NOLSM32513393,1,Oxidation,dry,1081.29,O2,35.87,0.26,133,714.23,17,19,2025-01-02
NOLSM32513394,1,Oxidation,dry,1181.77,O2,35.66,0.21,146,717.11,17,20,2025-01-02
NOLSM32513395,1,Oxidation,dry,862.03,O2,28.99,0.23,56,703.97,17,21,2025-01-02
NOLSM32513396,1,Oxidation,wet,1067.32,H2O,40.38,0.29,112,699.48,17,22,2025-01-02
NOLSM32513397,1,Oxidation,dry,1030.28,O2,36.92,0.1,181,699.4,17,23,2025-01-02
NOLSM32513398,2,Oxidation,dry,1114.46,O2,33.6,0.31,118,690.94,17,24,2025-01-02
NOLSM32513399,2,Oxidation,dry,1096.3,O2,31.52,0.02,154,716.14,17,25,2025-01-02
NOLSM32513400,2,Oxidation,wet,1089.33,H2O,30.55,0.25,168,700.45,17,26,2025-01-02
NOLSM32513401,2,Oxidation,dry,1142.03,O2,27.13,0.25,152,707.68,17,27,2025-01-02
NOLSM32513402,3,Oxidation,dry,871.02,O2,36.63,0.43,195,688.6,18,28,2025-01-03
NOLSM32513403,3,Oxidation,dry,888.29,O2,22.09,0.23,199,691.18,18,29,2025-01-03
NOLSM32513404,3,Oxidation,dry,888.22,O2,21.9,0.41,215,704.88,18,30,2025-01-03
NOLSM32513405,3,Oxidation,dry,885.44,O2,22.28,0.16,32,707.91,18,31,2025-01-03
NOLSM32513406,3,Oxidation,dry,890.01,O2,22.06,0.08,31,712.6,18,32,2025-01-03
NOLSM32513407,3,Oxidation,dry,882.41,O2,22.14,0.18,31,712.46,18,33,2025-01-03
NOLSM32513408,3,Oxidation,dry,885.78,O2,22.1,0.18,33,712.62,18,34,2025-01-03
NOLSM32513409,3,Oxidation,dry,880.32,O2,22.1,0.16,33,713.8,18,35,2025-01-03
NOLSM32513410,3,Oxidation,dry,882.26,O2,22.11,0.28,32,713.52,18,36,2025-01-03
NOLSM32513411,3,Oxidation,dry,890.1,O2,22.07,0.23,29,712.31,18,37,2025-01-03
NOLSM32513412,3,Oxidation,dry,889.33,O2,22.2,0.28,29,712.47,18,38,2025-01-03
NOLSM32513413,3,Oxidation,dry,880.36,O2,22.14,0.23,30,712.06,18,39,2025-01-03
NOLSM32513414,3,Oxidation,dry,874.03,O2,22.12,0.29,224,713.61,18,40,2025-01-03
NOLSM32513415,3,Oxidation,dry,880.79,O2,22.15,0.03,224,713.3,18,41,2025-01-03
NOLSM32513416,3,Oxidation,dry,883.22,O2,22.24,0.33,224,713.69,18,42,2025-01-03
NOLSM32513417,3,Oxidation,dry,889.25,O2,22.31,0.03,225,714.56,18,43,2025-01-03
NOLSM32513418,3,Oxidation,dry,873.05,O2,22.24,0.37,224,713.4,18,44,2025-01-03
NOLSM32513419,3,Oxidation,dry,882.9,O2,22.2,0.18,223,712.73,18,45,2025-01-03
NOLSM32513420,3,Oxidation,dry,889.1,O2,22.15,0.3,32,713.62,18,46,2025-01-03
NOLSM32513421,3,Oxidation,dry,871.75,O2,22.14,0.32,31,713.17,18,47,2025-01-03
NOLSM32513422,3,Oxidation,dry,882.49,O2,22.12,0.28,31,714.05,18,48,2025-01-03
NOLSM32513423,3,Oxidation,dry,890.3,O2,22.01,0.27,33,713.78,18,49,2025-01-03
NOLSM32513424,3,Oxidation,dry,880.7,O2,22.08,0.28,33,715.15,18,50,2025-01-03
NOLSM32513425,3,Oxidation,dry,873.97,O2,22.05,0.18,32,712.97,18,51,2025-01-03
NOLSM32513426,3,Oxidation,dry,884.25,O2,22.07,0.36,29,712.98,18,52,2025-01-03
NOLSM32513427,3,Oxidation,dry,878.08,O2,22.07,0.38,29,714.08,18,53,2025-01-03
NOLSM32513428,3,Oxidation,dry,882.29,O2,21.88,0.42,224,713.57,18,54,2025-01-03
NOLSM32513429,2,Oxidation,dry,870.19,O2,22.35,0.43,195,688.5,18,1,2025-01-03
NOLSM32513430,2,Oxidation,dry,870.81,O2,22.19,0.16,199,690.84,18,2,2025-01-03
NOLSM32513431,2,Oxidation,dry,870.91,O2,22.09,0.38,215,704.97,18,3,2025-01-03
NOLSM32513432,2,Oxidation,dry,871.78,O2,22.27,0.27,218,708.01,18,4,2025-01-03
NOLSM32513433,3,Oxidation,dry,871.71,O2,22.17,0.15,223,712.58,18,5,2025-01-03
NOLSM32513434,3,Oxidation,dry,872.21,O2,22.17,0.39,223,712.55,18,6,2025-01-03
NOLSM32513435,3,Oxidation,dry,871.93,O2,22.15,0.24,223,712.55,18,7,2025-01-03
NOLSM32513436,3,Oxidation,dry,872.48,O2,21.99,0.4,224,713.74,18,8,2025-01-03
NOLSM32513437,3,Oxidation,dry,872.41,O2,22.33,0.35,224,713.59,18,9,2025-01-03
NOLSM32513438,3,Oxidation,dry,872.31,O2,22.18,0.27,223,712.28,18,10,2025-01-03
NOLSM32513439,3,Oxidation,dry,872.52,O2,22.19,0.3,223,712.43,18,11,2025-01-03
NOLSM32513440,3,Oxidation,dry,872.12,O2,22.18,0.37,223,712.15,18,12,2025-01-03
NOLSM32513441,1,Oxidation,dry,872.4,O2,22.29,0.16,224,713.72,18,13,2025-01-03
NOLSM32513442,1,Oxidation,dry,872.05,O2,22.26,0.26,224,713.26,18,14,2025-01-03
NOLSM32513443,1,Oxidation,dry,872.38,O2,22.08,0.2,224,713.78,18,15,2025-01-03
NOLSM32513444,1,Oxidation,dry,872.63,O2,22.28,0.23,225,714.76,18,16,2025-01-03
NOLSM32513445,1,Oxidation,dry,872.43,O2,21.94,0.15,224,713.58,18,17,2025-01-03
NOLSM32513446,1,Oxidation,dry,872.06,O2,22.1,0.25,223,712.77,18,18,2025-01-03
NOLSM32513447,1,Oxidation,dry,871.84,O2,22.0,0.07,224,713.37,18,19,2025-01-03
NOLSM32513448,1,Oxidation,dry,871.56,O2,22.11,-0.05,224,713.24,18,20,2025-01-03
NOLSM32513449,2,Oxidation,dry,871.52,O2,22.1,0.19,225,714.08,18,21,2025-01-03
NOLSM32513450,2,Oxidation,dry,871.66,O2,22.16,0.35,224,714.07,18,22,2025-01-03
NOLSM32513451,2,Oxidation,dry,872.36,O2,22.02,0.31,226,715.29,18,23,2025-01-03
NOLSM32513452,2,Oxidation,dry,871.09,O2,22.06,0.32,223,712.9,18,24,2025-01-03
NOLSM32513453,2,Oxidation,dry,871.54,O2,22.09,0.11,223,713.05,18,25,2025-01-03
NOLSM32513454,2,Oxidation,dry,871.54,O2,22.1,0.29,224,714.14,18,26,2025-01-03
NOLSM32513455,2,Oxidation,dry,871.25,O2,21.88,0.11,224,713.84,18,27,2025-01-03
NOLSM32513456,1,Oxidation,dry,872.9,O2,22.28,0.24,226,715.24,19,28,2025-01-04
NOLSM32513457,1,Oxidation,dry,874.29,O2,22.11,0.19,226,715.36,19,29,2025-01-04
NOLSM32513458,1,Oxidation,dry,874.43,O2,22.06,0.08,226,715.31,19,30,2025-01-04
NOLSM32513459,1,Oxidation,dry,878.89,O2,22.01,0.35,227,716.97,19,31,2025-01-04
NOLSM32513460,1,Oxidation,dry,874.2,O2,22.13,0.11,227,715.96,19,32,2025-01-04
NOLSM32513461,1,Oxidation,dry,877.35,O2,22.12,0.28,226,715.48,19,33,2025-01-04
NOLSM32513462,1,Oxidation,dry,879.91,O2,22.2,0.36,224,714.05,19,34,2025-01-04
NOLSM32513463,1,Oxidation,dry,879.21,O2,22.04,0.04,224,713.6,19,35,2025-01-04
NOLSM32513464,1,Oxidation,dry,874.03,O2,22.09,0.28,224,713.57,19,36,2025-01-04
NOLSM32513465,1,Oxidation,dry,872.1,O2,22.13,0.15,32,714.99,19,37,2025-01-04
NOLSM32513466,1,Oxidation,dry,891.56,O2,22.02,0.21,32,713.65,19,38,2025-01-04
NOLSM32513467,1,Oxidation,dry,874.05,O2,22.0,0.35,32,712.89,19,39,2025-01-04
NOLSM32513468,1,Oxidation,dry,879.06,O2,22.17,0.17,32,715.62,19,40,2025-01-04
NOLSM32513469,1,Oxidation,dry,890.63,O2,22.01,0.3,31,715.73,19,41,2025-01-04
NOLSM32513470,1,Oxidation,dry,873.52,O2,32.72,0.17,32,714.75,19,42,2025-01-04
NOLSM32513471,1,Oxidation,dry,881.65,O2,31.81,0.19,31,716.46,19,43,2025-01-04
NOLSM32513472,1,Oxidation,dry,884.06,O2,39.39,0.25,34,716.65,19,44,2025-01-04
NOLSM32513473,1,Oxidation,dry,871.98,O2,32.83,0.32,33,716.32,19,45,2025-01-04
NOLSM32513474,1,Oxidation,dry,884.17,O2,38.05,0.17,32,709.71,19,46,2025-01-04
NOLSM32513475,1,Oxidation,dry,872.25,O2,39.77,0.05,220,709.62,19,47,2025-01-04
NOLSM32513476,1,Oxidation,dry,874.84,O2,35.68,0.21,220,710.26,19,48,2025-01-04
NOLSM32513477,1,Oxidation,dry,884.17,O2,28.61,0.27,222,711.53,19,49,2025-01-04
NOLSM32513478,1,Oxidation,dry,881.72,O2,34.37,0.21,220,709.64,19,50,2025-01-04
NOLSM32513479,1,Oxidation,dry,892.06,O2,35.13,0.22,32,709.36,19,51,2025-01-04
NOLSM32513480,1,Oxidation,dry,877.56,O2,32.68,0.32,32,709.04,19,52,2025-01-04
NOLSM32513481,1,Oxidation,dry,875.99,O2,38.09,0.38,32,710.61,19,53,2025-01-04
NOLSM32513482,1,Oxidation,dry,880.34,O2,33.81,0.26,32,706.91,19,54,2025-01-04
NOLSM32513483,2,Oxidation,dry,872.13,O2,22.1,0.08,226,715.21,19,1,2025-01-04
NOLSM32513484,2,Oxidation,dry,870.85,O2,22.09,0.24,226,715.37,19,2,2025-01-04
NOLSM32513485,3,Oxidation,dry,871.36,O2,21.93,0.16,226,715.38,19,3,2025-01-04
NOLSM32513486,3,Oxidation,dry,872.14,O2,22.16,0.12,227,716.88,19,4,2025-01-04
NOLSM32513487,3,Oxidation,dry,872.56,O2,22.0,0.18,227,716.17,19,5,2025-01-04
NOLSM32513488,3,Oxidation,dry,871.95,O2,21.98,0.23,226,715.61,19,6,2025-01-04
NOLSM32513489,3,Oxidation,dry,871.65,O2,21.87,0.08,224,714.05,19,7,2025-01-04
NOLSM32513490,3,Oxidation,dry,870.37,O2,22.14,0.03,224,713.42,19,8,2025-01-04
NOLSM32513491,3,Oxidation,dry,871.61,O2,22.05,0.27,224,713.7,19,9,2025-01-04
NOLSM32513492,3,Oxidation,dry,871.39,O2,21.82,0.09,225,714.89,19,10,2025-01-04
NOLSM32513493,3,Oxidation,dry,872.27,O2,22.15,0.22,224,713.56,19,11,2025-01-04
NOLSM32513494,1,Oxidation,dry,871.58,O2,21.96,0.1,223,713.06,19,12,2025-01-04
NOLSM32513495,1,Oxidation,dry,871.49,O2,22.06,0.22,226,715.68,19,13,2025-01-04
NOLSM32513496,1,Oxidation,dry,871.78,O2,21.94,0.18,226,715.72,19,14,2025-01-04
NOLSM32513497,1,Oxidation,dry,870.53,O2,22.21,0.12,225,714.37,19,15,2025-01-04
NOLSM32513498,1,Oxidation,dry,871.56,O2,21.92,0.27,227,716.54,19,16,2025-01-04
NOLSM32513499,1,Oxidation,dry,871.07,O2,21.93,0.29,227,716.43,19,17,2025-01-04
NOLSM32513500,1,Oxidation,dry,870.9,O2,22.17,0.06,227,716.26,19,18,2025-01-04
NOLSM32513501,1,Oxidation,dry,871.46,O2,22.1,0.03,220,709.95,19,19,2025-01-04
NOLSM32513502,1,Oxidation,dry,871.24,O2,22.15,0.22,220,709.41,19,20,2025-01-04
NOLSM32513503,2,Oxidation,dry,872.4,O2,22.33,0.3,220,710.09,19,21,2025-01-04
NOLSM32513504,2,Oxidation,dry,872.94,O2,22.05,0.27,222,711.54,19,22,2025-01-04
NOLSM32513505,2,Oxidation,dry,871.9,O2,22.14,0.25,220,709.64,19,23,2025-01-04
NOLSM32513506,2,Oxidation,dry,872.36,O2,22.16,0.28,220,709.5,19,24,2025-01-04
NOLSM32513507,2,Oxidation,dry,871.69,O2,22.07,0.17,219,709.22,19,25,2025-01-04
NOLSM32513508,2,Oxidation,dry,871.98,O2,22.13,-0.05,221,710.3,19,26,2025-01-04
NOLSM32513509,2,Oxidation,dry,871.68,O2,22.18,0.28,217,706.94,19,27,2025-01-04
NOLSM32513510,1,Oxidation,dry,891.12,O2,22.14,0.19,31,706.56,20,28,2025-01-12
NOLSM32513511,1,Oxidation,dry,876.96,O2,21.96,0.18,32,705.84,20,29,2025-01-12
NOLSM32513512,1,Oxidation,dry,887.9,O2,22.12,0.06,31,707.55,20,30,2025-01-12
NOLSM32513513,1,Oxidation,dry,886.77,O2,22.2,0.21,34,706.89,20,31,2025-01-12
NOLSM32513514,1,Oxidation,dry,881.41,O2,22.15,0.25,33,709.76,20,32,2025-01-12
NOLSM32513515,1,Oxidation,dry,874.31,O2,22.09,0.09,32,709.08,20,33,2025-01-12
NOLSM32513516,1,Oxidation,dry,882.36,O2,22.25,0.17,32,709.72,20,34,2025-01-12
NOLSM32513517,1,Oxidation,dry,875.81,O2,22.11,0.32,32,709.2,20,35,2025-01-12
NOLSM32513518,1,Oxidation,dry,886.63,O2,22.14,0.14,32,713.63,20,36,2025-01-12
NOLSM32513519,1,Oxidation,dry,881.13,O2,22.09,0.1,31,712.76,20,37,2025-01-12
NOLSM32513520,1,Oxidation,dry,891.13,O2,22.25,0.19,32,714.37,20,38,2025-01-12
NOLSM32513521,1,Oxidation,dry,876.35,O2,22.15,0.07,30,715.3,20,39,2025-01-12
NOLSM32513522,1,Oxidation,dry,874.35,O2,22.15,0.02,28,713.05,20,40,2025-01-12
NOLSM32513523,1,Oxidation,dry,880.4,O2,22.22,0.18,31,710.31,20,41,2025-01-12
NOLSM32513524,1,Oxidation,dry,889.7,O2,22.2,0.31,30,711.42,20,42,2025-01-12
NOLSM32513525,1,Oxidation,dry,877.14,O2,22.16,0.41,27,712.38,20,43,2025-01-12
NOLSM32513526,1,Oxidation,dry,876.55,O2,22.05,0.27,27,712.6,20,44,2025-01-12
NOLSM32513527,1,Oxidation,dry,875.03,O2,22.37,0.2,27,711.69,20,45,2025-01-12
NOLSM32513528,1,Oxidation,dry,887.3,O2,22.26,0.26,24,711.44,20,46,2025-01-12
NOLSM32513529,1,Oxidation,dry,876.76,O2,22.18,0.18,23,712.06,20,47,2025-01-12
NOLSM32513530,1,Oxidation,dry,887.27,O2,22.24,0.15,23,711.61,20,48,2025-01-12
NOLSM32513531,1,Oxidation,dry,886.69,O2,22.36,0.18,23,712.75,20,49,2025-01-12
NOLSM32513532,1,Oxidation,dry,886.71,O2,22.26,0.24,24,711.65,20,50,2025-01-12
NOLSM32513533,1,Oxidation,dry,885.01,O2,22.26,0.23,25,711.71,20,51,2025-01-12
NOLSM32513534,1,Oxidation,dry,884.49,O2,22.02,0.3,25,711.34,20,52,2025-01-12
NOLSM32513535,1,Oxidation,dry,884.95,O2,22.21,0.19,25,712.6,20,53,2025-01-12
NOLSM32513536,1,Oxidation,dry,876.28,O2,22.21,0.06,25,713.86,20,54,2025-01-12
NOLSM32513537,2,Oxidation,dry,871.53,O2,22.26,0.11,217,706.59,20,1,2025-01-12
NOLSM32513538,3,Oxidation,dry,871.28,O2,22.28,0.12,216,705.8,20,2,2025-01-12
NOLSM32513539,3,Oxidation,dry,872.0,O2,22.12,0.23,218,707.33,20,3,2025-01-12
NOLSM32513540,3,Oxidation,dry,871.39,O2,22.23,0.33,217,706.95,20,4,2025-01-12
NOLSM32513541,3,Oxidation,dry,871.76,O2,22.09,0.05,220,709.89,20,5,2025-01-12
NOLSM32513542,3,Oxidation,dry,871.97,O2,22.28,0.05,219,709.14,20,6,2025-01-12
NOLSM32513543,3,Oxidation,dry,871.49,O2,22.3,0.23,220,709.98,20,7,2025-01-12
NOLSM32513544,3,Oxidation,dry,871.69,O2,22.21,0.31,220,709.38,20,8,2025-01-12
NOLSM32513545,3,Oxidation,dry,872.25,O2,22.28,0.11,220,709.37,20,9,2025-01-12
NOLSM32513546,1,Oxidation,dry,872.15,O2,21.86,0.33,221,710.39,20,10,2025-01-12
NOLSM32513547,1,Oxidation,dry,871.93,O2,22.05,0.18,221,711.07,20,11,2025-01-12
NOLSM32513548,1,Oxidation,dry,872.14,O2,22.13,0.27,222,711.04,20,12,2025-01-12
NOLSM32513549,1,Oxidation,dry,872.32,O2,22.2,0.25,220,709.27,20,13,2025-01-12
NOLSM32513550,1,Oxidation,dry,871.73,O2,22.2,0.03,221,710.47,20,14,2025-01-12
NOLSM32513551,1,Oxidation,dry,871.81,O2,22.14,0.39,222,711.32,20,15,2025-01-12
NOLSM32513552,1,Oxidation,dry,872.22,O2,22.25,0.17,223,712.36,20,16,2025-01-12
NOLSM32513553,1,Oxidation,dry,871.91,O2,22.31,0.17,223,712.45,20,17,2025-01-12
NOLSM32513554,1,Oxidation,dry,872.11,O2,22.23,0.38,222,711.78,20,18,2025-01-12
NOLSM32513555,2,Oxidation,dry,871.9,O2,21.93,0.09,222,711.52,20,19,2025-01-12
NOLSM32513556,2,Oxidation,dry,872.42,O2,22.18,0.17,222,711.82,20,20,2025-01-12
NOLSM32513557,2,Oxidation,dry,871.72,O2,22.14,0.29,222,711.6,20,21,2025-01-12
NOLSM32513558,2,Oxidation,dry,872.11,O2,22.4,0.18,223,712.79,20,22,2025-01-12
NOLSM32513559,2,Oxidation,dry,871.75,O2,22.3,0.26,222,711.63,20,23,2025-01-12
NOLSM32513560,2,Oxidation,dry,871.83,O2,22.03,0.18,222,711.4,20,24,2025-01-12
NOLSM32513561,2,Oxidation,dry,870.91,O2,22.31,0.31,222,711.24,20,25,2025-01-12
NOLSM32513562,2,Oxidation,dry,871.65,O2,22.3,0.3,223,712.67,20,26,2025-01-12
NOLSM32513563,3,Oxidation,dry,872.09,O2,22.0,0.13,224,714.13,20,27,2025-01-12
NOLSM32513564,1,Oxidation,wet,1154.46,H2O,32.75,0.04,62,699.55,1,28,2025-01-06
NOLSM32513565,1,Oxidation,wet,1235.96,H2O,31.88,0.14,137,708.17,1,29,2025-01-06
NOLSM32513566,1,Oxidation,dry,1066.32,O2,39.41,0.27,128,696.28,1,30,2025-01-06
NOLSM32513567,1,Oxidation,dry,1133.59,O2,32.81,0.31,90,708.23,1,31,2025-01-06
NOLSM32513568,1,Oxidation,wet,1002.11,H2O,38.06,0.2,98,709.36,1,32,2025-01-06
NOLSM32513569,1,Oxidation,wet,991.95,H2O,39.94,0.14,132,720.52,1,33,2025-01-06
NOLSM32513570,1,Oxidation,dry,1142.96,O2,35.66,0.42,74,709.73,1,34,2025-01-06
NOLSM32513571,1,Oxidation,wet,1099.99,H2O,28.49,0.27,291,696.32,1,35,2025-01-06
NOLSM32513572,1,Oxidation,dry,1053.56,O2,34.52,0.08,61,712.95,1,36,2025-01-06
NOLSM32513573,1,Oxidation,wet,1116.89,H2O,34.96,0.27,117,725.9,1,37,2025-01-06
NOLSM32513574,1,Oxidation,dry,1091.54,O2,32.53,0.17,87,689.07,1,38,2025-01-06
NOLSM32513575,1,Oxidation,wet,1130.93,H2O,38.06,0.3,80,708.77,1,39,2025-01-06
NOLSM32513576,1,Oxidation,dry,1196.25,O2,33.87,0.25,149,716.03,1,40,2025-01-06
NOLSM32513577,1,Oxidation,dry,1101.78,O2,29.01,0.45,149,703.53,1,41,2025-01-06
NOLSM32513578,1,Oxidation,dry,1028.55,O2,49.96,0.17,101,721.17,1,42,2025-01-06
NOLSM32513579,1,Oxidation,dry,1112.65,O2,32.44,0.16,112,703.57,1,43,2025-01-06
NOLSM32513580,1,Oxidation,dry,1105.57,O2,32.8,0.26,101,702.46,1,44,2025-01-06
NOLSM32513581,1,Oxidation,wet,1011.01,H2O,36.7,0.1,148,707.07,1,45,2025-01-06
NOLSM32513582,1,Oxidation,wet,1027.29,H2O,35.51,-0.1,157,719.59,1,46,2025-01-06
NOLSM32513583,1,Oxidation,dry,1049.24,O2,36.86,0.21,147,709.96,1,47,2025-01-06
NOLSM32513584,1,Oxidation,dry,1002.64,O2,25.56,0.35,56,708.49,1,48,2025-01-06
NOLSM32513585,1,Oxidation,dry,1090.82,O2,42.29,0.22,84,696.3,1,49,2025-01-06
NOLSM32513586,1,Oxidation,dry,1074.96,O2,31.35,-0.01,117,708.2,1,50,2025-01-06
NOLSM32513587,1,Oxidation,dry,1070.82,O2,37.25,0.18,137,709.36,1,51,2025-01-06
NOLSM32513588,1,Oxidation,wet,1039.46,H2O,35.4,0.25,125,720.61,1,52,2025-01-06
NOLSM32513589,1,Oxidation,dry,1106.47,O2,38.99,0.17,204,696.9,1,53,2025-01-06
NOLSM32513590,1,Oxidation,wet,959.29,H2O,33.37,0.11,144,713.22,1,54,2025-01-06
NOLSM32513591,1,Oxidation,dry,892.04,O2,22.14,0.16,25,712.85,21,28,2025-01-06
NOLSM32513592,1,Oxidation,dry,891.01,O2,22.11,0.26,25,715.96,21,29,2025-01-06
NOLSM32513593,1,Oxidation,dry,873.75,O2,22.12,0.23,27,715.31,21,30,2025-01-06
NOLSM32513594,1,Oxidation,dry,875.04,O2,22.35,0.22,28,713.54,21,31,2025-01-06
NOLSM32513595,1,Oxidation,dry,889.18,O2,22.14,0.18,29,712.58,21,32,2025-01-06
NOLSM32513596,1,Oxidation,dry,888.44,O2,32.83,0.31,32,714.36,21,33,2025-01-06
NOLSM32513597,1,Oxidation,dry,887.49,O2,31.81,0.23,32,715.51,21,34,2025-01-06
NOLSM32513598,1,Oxidation,dry,883.7,O2,39.48,0.15,32,713.08,21,35,2025-01-06
NOLSM32513599,1,Oxidation,dry,885.35,O2,32.89,0.22,32,714.36,21,36,2025-01-06
NOLSM32513600,1,Oxidation,dry,877.66,O2,38.12,0.33,31,710.04,21,37,2025-01-06
NOLSM32513601,1,Oxidation,dry,877.91,O2,40.06,0.19,32,710.55,21,38,2025-01-06
NOLSM32513602,1,Oxidation,dry,879.83,O2,35.64,0.19,31,711.75,21,39,2025-01-06
NOLSM32513603,1,Oxidation,dry,886.31,O2,28.52,0.45,34,710.16,21,40,2025-01-06
NOLSM32513604,1,Oxidation,dry,877.18,O2,34.54,0.29,33,710.19,21,41,2025-01-06
NOLSM32513605,1,Oxidation,dry,888.89,O2,35.04,0.19,32,709.75,21,42,2025-01-06
NOLSM32513606,1,Oxidation,dry,886.3,O2,32.53,0.19,32,710.48,21,43,2025-01-06
NOLSM32513607,1,Oxidation,dry,888.26,O2,37.85,0.12,32,711.11,21,44,2025-01-06
NOLSM32513608,1,Oxidation,dry,872.3,O2,22.05,0.09,32,708.9,21,45,2025-01-06
NOLSM32513609,1,Oxidation,dry,873.75,O2,22.07,0.2,31,710.19,21,46,2025-01-06
NOLSM32513610,1,Oxidation,dry,889.57,O2,21.94,0.2,32,709.85,21,47,2025-01-06
NOLSM32513611,1,Oxidation,dry,889.15,O2,22.13,0.22,30,709.72,21,48,2025-01-06
NOLSM32513612,1,Oxidation,dry,873.76,O2,22.21,0.27,28,709.95,21,49,2025-01-06
NOLSM32513613,1,Oxidation,dry,881.56,O2,22.28,0.18,31,709.9,21,50,2025-01-06
NOLSM32513614,1,Oxidation,dry,874.03,O2,22.25,0.17,30,709.85,21,51,2025-01-06
NOLSM32513615,1,Oxidation,dry,874.38,O2,22.26,0.07,27,710.07,21,52,2025-01-06
NOLSM32513616,1,Oxidation,dry,888.02,O2,22.02,0.14,27,710.99,21,53,2025-01-06
NOLSM32513617,1,Oxidation,dry,882.89,O2,22.08,0.25,27,710.73,21,54,2025-01-06
NOLSM32513618,1,Oxidation,wet,1139.04,H2O,32.83,0.27,62,699.47,1,1,2025-01-06
NOLSM32513619,1,Oxidation,wet,1218.15,H2O,31.98,0.22,137,696.89,1,2,2025-01-06
NOLSM32513620,1,Oxidation,dry,1062.61,O2,39.55,0.34,128,705.61,1,3,2025-01-06
NOLSM32513621,1,Oxidation,dry,1114.69,O2,32.83,0.28,90,710.74,1,4,2025-01-06
NOLSM32513622,1,Oxidation,wet,989.27,H2O,38.06,0.17,98,716.93,1,5,2025-01-06
NOLSM32513623,1,Oxidation,wet,979.16,H2O,39.91,0.25,132,698.59,1,6,2025-01-06
NOLSM32513624,1,Oxidation,dry,1135.99,O2,35.61,0.18,74,709.66,1,7,2025-01-06
NOLSM32513625,1,Oxidation,wet,1096.26,H2O,28.71,0.31,291,696.41,1,8,2025-01-06
NOLSM32513626,2,Oxidation,dry,1042.13,O2,34.49,0.28,61,712.89,1,9,2025-01-06
NOLSM32513627,2,Oxidation,wet,1104.64,H2O,34.9,0.25,117,725.77,1,10,2025-01-06
NOLSM32513628,2,Oxidation,dry,1077.53,O2,32.7,0.31,87,689.1,1,11,2025-01-06
NOLSM32513629,2,Oxidation,wet,1113.79,H2O,37.94,0.23,80,708.72,1,12,2025-01-06
NOLSM32513630,2,Oxidation,dry,1193.99,O2,33.63,0.28,149,716.13,1,13,2025-01-06
NOLSM32513631,2,Oxidation,dry,1097.99,O2,29.22,0.24,149,703.68,1,14,2025-01-06
NOLSM32513632,2,Oxidation,dry,1013.72,O2,49.8,0.22,101,721.0,1,15,2025-01-06
NOLSM32513633,2,Oxidation,dry,1102.48,O2,32.31,0.22,112,703.69,1,16,2025-01-06
NOLSM32513634,2,Oxidation,dry,1100.71,O2,32.61,0.25,101,702.31,1,17,2025-01-06
NOLSM32513635,3,Oxidation,wet,996.05,H2O,36.51,0.09,148,707.04,1,18,2025-01-06
NOLSM32513636,3,Oxidation,wet,1017.33,H2O,35.45,0.03,157,719.59,1,19,2025-01-06
NOLSM32513637,3,Oxidation,dry,1037.43,O2,36.85,0.15,147,709.77,1,20,2025-01-06
NOLSM32513638,3,Oxidation,dry,1000.08,O2,25.55,0.23,56,715.64,1,21,2025-01-06
NOLSM32513639,3,Oxidation,dry,1080.02,O2,42.24,0.14,84,699.02,1,22,2025-01-06
NOLSM32513640,3,Oxidation,dry,1068.48,O2,31.59,0.15,117,708.29,1,23,2025-01-06
NOLSM32513641,3,Oxidation,dry,1067.36,O2,37.13,0.15,137,704.14,1,24,2025-01-06
NOLSM32513642,3,Oxidation,wet,1035.33,H2O,35.36,0.32,125,715.4,1,25,2025-01-06
NOLSM32513643,3,Oxidation,dry,1104.02,O2,38.98,0.26,204,696.87,1,26,2025-01-06
NOLSM32513644,1,Oxidation,wet,956.19,H2O,33.48,0.13,144,713.38,1,27,2025-01-06
NOLSM32513645,3,Oxidation,dry,872.51,O2,22.24,0.2,223,713.03,21,1,2025-01-06
NOLSM32513646,3,Oxidation,dry,872.06,O2,22.3,0.31,226,716.15,21,2,2025-01-06
NOLSM32513647,3,Oxidation,dry,871.73,O2,22.14,0.05,226,715.19,21,3,2025-01-06
NOLSM32513648,3,Oxidation,dry,871.67,O2,22.26,0.21,224,713.7,21,4,2025-01-06
NOLSM32513649,3,Oxidation,dry,872.1,O2,22.16,0.28,223,712.7,21,5,2025-01-06
NOLSM32513650,3,Oxidation,dry,872.03,O2,22.1,0.28,225,714.53,21,6,2025-01-06
NOLSM32513651,3,Oxidation,dry,871.95,O2,22.13,0.31,226,715.39,21,7,2025-01-06
NOLSM32513652,3,Oxidation,dry,871.58,O2,22.32,0.28,224,713.07,21,8,2025-01-06
NOLSM32513653,1,Oxidation,dry,872.24,O2,22.37,0.15,225,714.15,21,9,2025-01-06
NOLSM32513654,1,Oxidation,dry,872.11,O2,22.16,0.07,220,710.16,21,10,2025-01-06
NOLSM32513655,1,Oxidation,dry,872.14,O2,22.19,0.19,221,710.53,21,11,2025-01-06
NOLSM32513656,1,Oxidation,dry,871.8,O2,22.15,0.19,222,711.74,21,12,2025-01-06
NOLSM32513657,1,Oxidation,dry,871.63,O2,22.16,0.22,220,709.97,21,13,2025-01-06
