No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM32513316,2,Implantation,6930000000000000.0,2.54e+16,6.46e+17,3.02e+17,6e+17,31254.242,104.2,882.0,151,16,50,2025-01-01
NOLSM32513317,3,Implantation,1.07e+16,1.33e+17,3.84e+17,3.01e+17,6e+17,32203.562,102.972,914.0,152,16,51,2025-01-01
NOLSM32513318,1,Implantation,8540000000000000.0,1.34e+17,8.16e+17,3e+17,6e+17,31832.068,100.151,902.0,155,16,52,2025-01-01
NOLSM32513319,2,Implantation,2620000000000000.0,7.24e+16,6e+17,3.01e+17,6e+17,30830.944,103.35,896.0,153,16,53,2025-01-01
NOLSM32513320,3,Implantation,1.04e+16,1.18e+17,3.42e+17,3e+17,6e+17,31869.196,103.334,906.0,153,16,54,2025-01-01
NOLSM32513321,2,Implantation,5170000000000000.0,1.71e+16,7.53e+17,3e+17,6e+17,31639.355,103.87,902.0,155,16,1,2025-01-01
NOLSM32513322,1,Implantation,1.3e+16,1.83e+17,3.86e+17,3.01e+17,6e+17,31468.189,102.721,923.0,153,16,2,2025-01-01
NOLSM32513323,1,Implantation,1.61e+16,7.85e+16,9.67e+17,3e+17,6e+17,30906.736,104.223,910.0,149,16,3,2025-01-01
NOLSM32513324,2,Implantation,9420000000000000.0,1.8e+17,4.59e+17,3.02e+17,6e+17,31668.809,104.422,919.0,157,16,4,2025-01-01
NOLSM32513325,3,Implantation,3160000000000000.0,5.03e+16,1.05e+18,3.01e+17,6e+17,30876.078,103.346,881.0,154,16,5,2025-01-01
NOLSM32513326,3,Implantation,1.26e+16,2.4e+16,7.29e+17,3.01e+17,6e+17,32023.14,103.835,871.0,154,16,6,2025-01-01
NOLSM32513327,2,Implantation,1.86e+16,1.38e+17,3.26e+17,3.01e+17,6e+17,32434.775,105.762,908.0,156,16,7,2025-01-01
NOLSM32513328,1,Implantation,1.06e+16,6.33e+16,5.17e+17,3.02e+17,6e+17,31494.131,104.642,891.0,157,16,8,2025-01-01
NOLSM32513329,1,Implantation,9390000000000000.0,1.8e+17,9.22e+17,2.99e+17,6e+17,30734.504,105.131,910.0,153,16,9,2025-01-01
NOLSM32513330,2,Implantation,1.23e+16,1.48e+17,4.06e+17,3e+17,6e+17,32057.937,106.2,898.0,152,16,10,2025-01-01
NOLSM32513331,3,Implantation,1.3e+16,1.02e+17,7.47e+17,2.99e+17,6e+17,31364.414,103.367,900.0,152,16,11,2025-01-01
NOLSM32513332,3,Implantation,7550000000000000.0,9.44e+16,9.74e+17,3.02e+17,6e+17,32541.811,101.416,892.0,153,16,12,2025-01-01
NOLSM32513333,2,Implantation,9650000000000000.0,4.74e+16,6.62e+17,2.98e+17,6e+17,33034.182,104.294,923.0,152,16,13,2025-01-01
NOLSM32513334,1,Implantation,1.12e+16,1.54e+17,6.69e+17,3e+17,6e+17,31945.913,100.926,884.0,153,16,14,2025-01-01
NOLSM32513335,1,Implantation,1.39e+16,7.15e+16,7.37e+17,3e+17,6e+17,31897.978,105.183,873.0,155,16,15,2025-01-01
NOLSM32513336,2,Implantation,1.6e+16,9.27e+16,3.73e+17,3e+17,6e+17,32603.026,102.834,904.0,155,16,16,2025-01-01
NOLSM32513337,3,Implantation,3600000000000000.0,1.22e+17,4.46e+17,3.01e+17,6e+17,31571.633,101.27,892.0,155,16,17,2025-01-01
NOLSM32513338,2,Implantation,1.44e+16,2.04e+17,2.42e+17,3.02e+17,6e+17,32059.119,105.847,940.0,155,16,18,2025-01-01
NOLSM32513339,1,Implantation,1.53e+16,1.9e+17,4.89e+17,3e+17,6e+17,31414.199,102.435,878.0,156,16,19,2025-01-01
NOLSM32513340,1,Implantation,1.35e+16,1.2e+17,4.02e+17,3.01e+17,6e+17,31370.319,102.929,904.0,155,16,20,2025-01-01
NOLSM32513341,3,Implantation,9300000000000000.0,6.26e+16,4.25e+17,3.01e+17,6e+17,31692.367,105.361,906.0,156,16,21,2025-01-01
NOLSM32513342,3,Implantation,8990000000000000.0,9.34e+16,2.63e+17,3e+17,6e+17,31606.542,104.351,886.0,154,16,22,2025-01-01
NOLSM32513343,2,Implantation,6930000000000000.0,2.54e+16,6.46e+17,3.02e+17,6e+17,31254.249,104.254,882.0,151,16,23,2025-01-01
NOLSM32513344,1,Implantation,1.07e+16,1.33e+17,3.84e+17,3.01e+17,6e+17,32203.409,103.092,914.0,152,16,24,2025-01-01
NOLSM32513345,1,Implantation,8540000000000000.0,1.34e+17,8.16e+17,3e+17,6e+17,31832.243,100.062,902.0,155,16,25,2025-01-01
NOLSM32513346,2,Implantation,2620000000000000.0,7.24e+16,6e+17,3.01e+17,6e+17,30830.966,103.348,896.0,153,16,26,2025-01-01
NOLSM32513347,3,Implantation,1.04e+16,1.18e+17,3.42e+17,3e+17,6e+17,31869.317,103.43,906.0,153,16,27,2025-01-01
NOLSM32513348,1,Implantation,1.5e+16,1.09e+17,4.13e+17,2.99e+17,6e+17,32423.246,102.851,923.0,157,17,28,2025-01-02
NOLSM32513349,2,Implantation,1.06e+16,1.07e+17,7.08e+17,3.02e+17,6e+17,31593.193,103.144,884.0,156,17,29,2025-01-02
NOLSM32513350,3,Implantation,1.37e+16,1.05e+17,5.54e+17,2.99e+17,6e+17,31895.213,103.055,909.0,151,17,30,2025-01-02
NOLSM32513351,1,Implantation,4020000000000000.0,2.02e+16,6.15e+17,3.01e+17,6e+17,32433.35,100.543,873.0,155,17,31,2025-01-02
NOLSM32513352,2,Implantation,8540000000000000.0,1.37e+17,2.79e+17,3.01e+17,6e+17,31510.436,101.714,910.0,157,17,32,2025-01-02
NOLSM32513353,3,Implantation,1.19e+16,9.05e+16,8.65e+17,3.01e+17,6e+17,31825.465,104.179,891.0,151,17,33,2025-01-02
NOLSM32513354,1,Implantation,1.04e+16,8.81e+16,1.03e+18,2.98e+17,6e+17,31763.559,99.263,883.0,157,17,34,2025-01-02
NOLSM32513355,2,Implantation,9490000000000000.0,1.28e+17,5.21e+17,3e+17,6e+17,31580.269,104.435,898.0,155,17,35,2025-01-02
NOLSM32513356,3,Implantation,9550000000000000.0,8.44e+16,2.21e+17,2.99e+17,6e+17,32274.501,103.016,898.0,153,17,36,2025-01-02
NOLSM32513357,1,Implantation,1.04e+16,7.78e+16,8.9e+17,2.99e+17,6e+17,32209.799,105.04,924.0,157,17,37,2025-01-02
NOLSM32513358,2,Implantation,1.09e+16,8.62e+16,6.16e+17,2.99e+17,6e+17,31549.099,104.92,881.0,154,17,38,2025-01-02
NOLSM32513359,3,Implantation,8850000000000000.0,9.78e+16,5.93e+17,2.99e+17,6e+17,32087.644,103.07,895.0,157,17,39,2025-01-02
NOLSM32513360,1,Implantation,1.63e+16,1.38e+17,7.54e+17,3.01e+17,6e+17,31501.158,102.868,910.0,153,17,40,2025-01-02
NOLSM32513361,2,Implantation,9290000000000000.0,1.65e+17,2.95e+17,3e+17,6e+17,30658.952,103.311,922.0,153,17,41,2025-01-02
NOLSM32513362,3,Implantation,1.68e+16,1.26e+17,1.1e+18,3.01e+17,6e+17,31542.402,100.181,905.0,151,17,42,2025-01-02
NOLSM32513363,1,Implantation,1.36e+16,1.46e+17,4.77e+17,3e+17,6e+17,31487.07,102.543,885.0,154,17,43,2025-01-02
NOLSM32513364,2,Implantation,1.64e+16,4.65e+16,2.58e+17,3.01e+17,6e+17,31178.944,103.294,904.0,153,17,44,2025-01-02
NOLSM32513365,3,Implantation,9250000000000000.0,8.4e+16,1.06e+18,2.99e+17,6e+17,32292.029,100.256,904.0,158,17,45,2025-01-02
NOLSM32513366,1,Implantation,9530000000000000.0,8.47e+16,5.91e+17,3.01e+17,6e+17,31684.169,101.76,905.0,156,17,46,2025-01-02
NOLSM32513367,2,Implantation,1.2e+16,1.04e+17,7.73e+17,3.02e+17,6e+17,31473.515,102.86,903.0,155,17,47,2025-01-02
NOLSM32513368,3,Implantation,1.24e+16,8.14e+16,5.93e+17,2.99e+17,6e+17,32007.047,99.823,899.0,157,17,48,2025-01-02
NOLSM32513369,1,Implantation,1.8e+16,9.52e+16,6.15e+17,3e+17,6e+17,31068.569,101.958,903.0,152,17,49,2025-01-02
NOLSM32513370,2,Implantation,1.68e+16,1.08e+17,5.69e+17,3e+17,6e+17,31559.926,102.595,894.0,157,17,50,2025-01-02
NOLSM32513371,3,Implantation,1.35e+16,3.97e+16,4.45e+17,2.99e+17,6e+17,32335.318,103.775,902.0,154,17,51,2025-01-02
NOLSM32513372,1,Implantation,1.32e+16,1.48e+17,5.52e+17,3e+17,6e+17,32053.058,103.605,899.0,159,17,52,2025-01-02
NOLSM32513373,2,Implantation,1.47e+16,3.94e+16,4.87e+17,3.02e+17,6e+17,31181.629,102.458,902.0,149,17,53,2025-01-02
NOLSM32513374,3,Implantation,6220000000000000.0,1.18e+17,8.26e+17,3.02e+17,6e+17,32463.994,103.389,900.0,153,17,54,2025-01-02
NOLSM32513375,3,Implantation,1.5e+16,1.09e+17,4.13e+17,2.99e+17,6e+17,32423.512,102.777,923.0,157,17,1,2025-01-02
NOLSM32513376,2,Implantation,1.06e+16,1.07e+17,7.08e+17,3.02e+17,6e+17,31593.141,102.914,884.0,156,17,2,2025-01-02
NOLSM32513377,1,Implantation,1.37e+16,1.05e+17,5.54e+17,2.99e+17,6e+17,31895.094,103.099,909.0,151,17,3,2025-01-02
NOLSM32513378,1,Implantation,4020000000000000.0,2.02e+16,6.15e+17,3.01e+17,6e+17,32433.365,100.595,873.0,155,17,4,2025-01-02
NOLSM32513379,2,Implantation,8540000000000000.0,1.37e+17,2.79e+17,3.01e+17,6e+17,31510.605,101.753,910.0,157,17,5,2025-01-02
NOLSM32513380,3,Implantation,1.19e+16,9.05e+16,8.65e+17,3.01e+17,6e+17,31825.454,103.75,891.0,151,17,6,2025-01-02
NOLSM32513381,2,Implantation,1.04e+16,8.81e+16,1.03e+18,2.98e+17,6e+17,31763.808,99.175,883.0,157,17,7,2025-01-02
NOLSM32513382,1,Implantation,9490000000000000.0,1.28e+17,5.21e+17,3e+17,6e+17,31580.245,104.324,898.0,155,17,8,2025-01-02
NOLSM32513383,1,Implantation,9550000000000000.0,8.44e+16,2.21e+17,2.99e+17,6e+17,32274.313,103.223,898.0,153,17,9,2025-01-02
NOLSM32513384,3,Implantation,1.04e+16,7.78e+16,8.9e+17,2.99e+17,6e+17,32210.078,104.893,924.0,157,17,10,2025-01-02
NOLSM32513385,3,Implantation,1.09e+16,8.62e+16,6.16e+17,2.99e+17,6e+17,31549.075,104.872,881.0,154,17,11,2025-01-02
NOLSM32513386,2,Implantation,8850000000000000.0,9.78e+16,5.93e+17,2.99e+17,6e+17,32087.573,103.071,895.0,157,17,12,2025-01-02
NOLSM32513387,1,Implantation,1.63e+16,1.38e+17,7.54e+17,3.01e+17,6e+17,31501.308,102.823,910.0,153,17,13,2025-01-02
NOLSM32513388,1,Implantation,9290000000000000.0,1.65e+17,2.95e+17,3e+17,6e+17,30658.941,103.366,922.0,153,17,14,2025-01-02
NOLSM32513389,2,Implantation,1.68e+16,1.26e+17,1.1e+18,3.01e+17,6e+17,31542.253,100.386,905.0,151,17,15,2025-01-02
NOLSM32513390,3,Implantation,1.36e+16,1.46e+17,4.77e+17,3e+17,6e+17,31487.023,102.59,885.0,154,17,16,2025-01-02
NOLSM32513391,3,Implantation,1.64e+16,4.65e+16,2.58e+17,3.01e+17,6e+17,31179.183,103.398,904.0,153,17,17,2025-01-02
NOLSM32513392,1,Implantation,9250000000000000.0,8.4e+16,1.06e+18,2.99e+17,6e+17,32292.235,100.229,904.0,158,17,18,2025-01-02
NOLSM32513393,1,Implantation,9530000000000000.0,8.47e+16,5.91e+17,3.01e+17,6e+17,31684.398,101.733,905.0,156,17,19,2025-01-02
NOLSM32513394,3,Implantation,1.2e+16,1.04e+17,7.73e+17,3.02e+17,6e+17,31473.466,102.804,903.0,155,17,20,2025-01-02
NOLSM32513395,3,Implantation,1.24e+16,8.14e+16,5.93e+17,2.99e+17,6e+17,32007.154,99.666,899.0,157,17,21,2025-01-02
NOLSM32513396,2,Implantation,1.8e+16,9.52e+16,6.15e+17,3e+17,6e+17,31068.287,102.066,903.0,152,17,22,2025-01-02
NOLSM32513397,1,Implantation,1.68e+16,1.08e+17,5.69e+17,3e+17,6e+17,31560.018,102.625,894.0,157,17,23,2025-01-02
NOLSM32513398,1,Implantation,1.35e+16,3.97e+16,4.45e+17,2.99e+17,6e+17,32335.197,104.145,902.0,154,17,24,2025-01-02
NOLSM32513399,3,Implantation,1.32e+16,1.48e+17,5.52e+17,3e+17,6e+17,32053.169,103.546,899.0,159,17,25,2025-01-02
NOLSM32513400,3,Implantation,1.47e+16,3.94e+16,4.87e+17,3.02e+17,6e+17,31181.443,102.64,902.0,149,17,26,2025-01-02
NOLSM32513401,2,Implantation,6220000000000000.0,1.18e+17,8.26e+17,3.02e+17,6e+17,32463.941,103.278,900.0,153,17,27,2025-01-02
NOLSM32513402,1,Implantation,1.71e+16,3660000000000000.0,2470000000000000.0,3e+17,6e+17,32203.259,99.761,912.0,150,18,28,2025-01-03
NOLSM32513403,2,Implantation,1.72e+16,1650000000000000.0,3.47e+17,2.99e+17,6e+17,32196.294,101.456,913.0,152,18,29,2025-01-03
NOLSM32513404,3,Implantation,8800000000000000.0,1.09e+16,971000000000000.0,3.01e+17,6e+17,32199.402,102.71,915.0,154,18,30,2025-01-03
NOLSM32513405,1,Implantation,1.21e+16,6470000000000000.0,6.18e+17,2.98e+17,6e+17,32197.319,102.54,915.0,154,18,31,2025-01-03
NOLSM32513406,2,Implantation,5720000000000000.0,4.6e+16,2.83e+17,3.01e+17,6e+17,32198.754,103.006,912.0,154,18,32,2025-01-03
NOLSM32513407,3,Implantation,1.46e+16,1.46e+17,5.11e+17,2.98e+17,6e+17,32200.394,102.614,913.0,154,18,33,2025-01-03
NOLSM32513408,1,Implantation,8870000000000000.0,7780000000000000.0,2.55e+17,3e+17,6e+17,32202.814,102.998,917.0,154,18,34,2025-01-03
NOLSM32513409,2,Implantation,1.57e+16,1.23e+17,1763661790.849,3.01e+17,6e+17,32198.689,103.418,912.0,155,18,35,2025-01-03
NOLSM32513410,3,Implantation,1.66e+16,6.66e+16,9.93e+17,2.99e+17,6e+17,32200.232,102.562,908.0,154,18,36,2025-01-03
NOLSM32513411,1,Implantation,1.08e+16,2.67e+16,3.36e+16,3.02e+17,6e+17,32200.309,103.241,912.0,155,18,37,2025-01-03
NOLSM32513412,2,Implantation,1.32e+16,1.16e+17,3.92e+17,3.02e+17,6e+17,32201.656,103.276,913.0,155,18,38,2025-01-03
NOLSM32513413,3,Implantation,1.67e+16,1.42e+17,2.54e+17,2.98e+17,6e+17,32300.276,104.061,916.0,156,18,39,2025-01-03
NOLSM32513414,1,Implantation,3080000000000000.0,311999999999999.9,1.42e+17,2.99e+17,6e+17,32299.117,104.034,917.0,156,18,40,2025-01-03
NOLSM32513415,2,Implantation,1.38e+16,1.01e+17,6.49e+17,3e+17,6e+17,32300.953,104.024,917.0,156,18,41,2025-01-03
NOLSM32513416,3,Implantation,1.44e+16,2560000000000000.0,8.63e+17,3e+17,6e+17,32300.446,104.086,922.0,156,18,42,2025-01-03
NOLSM32513417,1,Implantation,7950000000000000.0,7.7e+16,2e+17,3e+17,6e+17,32297.618,104.781,917.0,157,18,43,2025-01-03
NOLSM32513418,2,Implantation,9660000000000000.0,4.18e+16,2.67e+17,3e+17,6e+17,32299.6,104.197,917.0,156,18,44,2025-01-03
NOLSM32513419,3,Implantation,1.47e+16,1.38e+17,1.71e+16,2.99e+17,6e+17,32300.483,103.786,917.0,156,18,45,2025-01-03
NOLSM32513420,1,Implantation,1.55e+16,1.55e+17,7.15e+17,3e+17,6e+17,32300.218,104.209,917.0,156,18,46,2025-01-03
NOLSM32513421,2,Implantation,2.04e+16,1.5e+16,5690000000000000.0,2.99e+17,6e+17,32300.398,104.226,920.0,156,18,47,2025-01-03
NOLSM32513422,3,Implantation,1.44e+16,4.11e+16,6.94e+16,3.02e+17,6e+17,32300.072,104.676,919.0,157,18,48,2025-01-03
NOLSM32513423,1,Implantation,5980000000000000.0,3.03e+16,2.08e+17,2.98e+17,6e+17,32296.55,104.782,925.0,157,18,49,2025-01-03
NOLSM32513424,2,Implantation,8130000000000000.0,4.31e+16,4.73e+17,2.99e+17,6e+17,32197.102,105.375,915.0,158,18,50,2025-01-03
NOLSM32513425,3,Implantation,1.24e+16,2.18e+16,1.8e+17,2.99e+17,6e+17,32196.886,104.271,920.0,157,18,51,2025-01-03
NOLSM32513426,1,Implantation,8210000000000000.0,1.68e+16,2.47e+17,3e+17,6e+17,32199.201,104.749,917.0,157,18,52,2025-01-03
NOLSM32513427,2,Implantation,1.31e+16,6.89e+16,1.78e+17,3.01e+17,6e+17,32201.036,104.542,918.0,157,18,53,2025-01-03
NOLSM32513428,3,Implantation,2900000000000000.0,2.77e+16,1.33e+17,3e+17,6e+17,32199.98,104.697,920.0,157,18,54,2025-01-03
NOLSM32513429,1,Implantation,1.71e+16,3660000000000000.0,2470000000000000.0,3e+17,6e+17,32203.297,99.908,912.0,150,18,1,2025-01-03
NOLSM32513430,1,Implantation,1.72e+16,1650000000000000.0,3.47e+17,2.99e+17,6e+17,32196.204,101.295,913.0,152,18,2,2025-01-03
NOLSM32513431,2,Implantation,8800000000000000.0,1.09e+16,971000000000000.0,3.01e+17,6e+17,32199.198,102.781,915.0,154,18,3,2025-01-03
NOLSM32513432,3,Implantation,1.21e+16,6470000000000000.0,6.18e+17,2.98e+17,6e+17,32197.329,102.572,915.0,154,18,4,2025-01-03
NOLSM32513433,3,Implantation,5720000000000000.0,4.6e+16,2.83e+17,3.01e+17,6e+17,32198.742,102.984,912.0,154,18,5,2025-01-03
NOLSM32513434,2,Implantation,1.46e+16,1.46e+17,5.11e+17,2.98e+17,6e+17,32200.136,102.665,913.0,154,18,6,2025-01-03
NOLSM32513435,1,Implantation,8870000000000000.0,7780000000000000.0,2.55e+17,3e+17,6e+17,32202.704,103.026,917.0,154,18,7,2025-01-03
NOLSM32513436,1,Implantation,1.57e+16,1.23e+17,1763661790.846,3.01e+17,6e+17,32198.489,103.635,912.0,155,18,8,2025-01-03
NOLSM32513437,2,Implantation,1.66e+16,6.66e+16,9.93e+17,2.99e+17,6e+17,32200.093,102.4,908.0,154,18,9,2025-01-03
NOLSM32513438,3,Implantation,1.08e+16,2.67e+16,3.36e+16,3.02e+17,6e+17,32200.284,103.298,912.0,155,18,10,2025-01-03
NOLSM32513439,2,Implantation,1.32e+16,1.16e+17,3.92e+17,3.02e+17,6e+17,32201.637,103.379,913.0,155,18,11,2025-01-03
NOLSM32513440,1,Implantation,1.67e+16,1.42e+17,2.54e+17,2.98e+17,6e+17,32300.385,103.955,916.0,156,18,12,2025-01-03
NOLSM32513441,1,Implantation,3080000000000000.0,311999999999999.9,1.42e+17,2.99e+17,6e+17,32299.293,104.185,917.0,156,18,13,2025-01-03
NOLSM32513442,2,Implantation,1.38e+16,1.01e+17,6.49e+17,3e+17,6e+17,32300.827,104.05,917.0,156,18,14,2025-01-03
NOLSM32513443,3,Implantation,1.44e+16,2559999999999999.5,8.63e+17,3e+17,6e+17,32300.476,104.111,922.0,156,18,15,2025-01-03
NOLSM32513444,3,Implantation,7950000000000000.0,7.7e+16,2e+17,3e+17,6e+17,32297.625,104.664,917.0,157,18,16,2025-01-03
NOLSM32513445,1,Implantation,9660000000000000.0,4.18e+16,2.67e+17,3e+17,6e+17,32299.686,104.172,917.0,156,18,17,2025-01-03
NOLSM32513446,1,Implantation,1.47e+16,1.38e+17,1.71e+16,2.99e+17,6e+17,32300.575,103.845,917.0,156,18,18,2025-01-03
NOLSM32513447,2,Implantation,1.55e+16,1.55e+17,7.15e+17,3e+17,6e+17,32300.2,104.143,917.0,156,18,19,2025-01-03
NOLSM32513448,3,Implantation,2.04e+16,1.5e+16,5690000000000000.0,2.99e+17,6e+17,32300.325,104.186,920.0,156,18,20,2025-01-03
NOLSM32513449,3,Implantation,1.44e+16,4.11e+16,6.94e+16,3.02e+17,6e+17,32300.145,104.714,919.0,157,18,21,2025-01-03
NOLSM32513450,2,Implantation,5980000000000000.0,3.03e+16,2.08e+17,2.98e+17,6e+17,32296.52,104.71,925.0,157,18,22,2025-01-03
NOLSM32513451,1,Implantation,8130000000000000.0,4.31e+16,4.73e+17,2.99e+17,6e+17,32197.162,105.314,915.0,158,18,23,2025-01-03
NOLSM32513452,1,Implantation,1.24e+16,2.18e+16,1.8e+17,2.99e+17,6e+17,32197.027,104.57,920.0,157,18,24,2025-01-03
NOLSM32513453,2,Implantation,8210000000000000.0,1.68e+16,2.47e+17,3e+17,6e+17,32199.434,104.651,917.0,157,18,25,2025-01-03
NOLSM32513454,3,Implantation,1.31e+16,6.89e+16,1.78e+17,3.01e+17,6e+17,32201.08,104.717,918.0,157,18,26,2025-01-03
NOLSM32513455,3,Implantation,2900000000000000.0,2.77e+16,1.33e+17,3e+17,6e+17,32200.108,104.692,920.0,157,18,27,2025-01-03
NOLSM32513456,1,Implantation,1.43e+16,1.14e+17,7.16e+17,3e+17,6e+17,32198.196,105.27,919.0,158,19,28,2025-01-04
NOLSM32513457,2,Implantation,1.46e+16,3.05e+16,651999999999999.9,3.01e+17,6e+17,32199.4,105.165,924.0,158,19,29,2025-01-04
NOLSM32513458,3,Implantation,1.11e+16,6.38e+16,5.78e+17,3e+17,6e+17,32200.337,105.665,929.0,158,19,30,2025-01-04
NOLSM32513459,1,Implantation,9870000000000000.0,3520000000000000.0,5.92e+17,2.98e+17,6e+17,32202.556,105.758,929.0,159,19,31,2025-01-04
NOLSM32513460,2,Implantation,1.98e+16,1.17e+17,5.28e+16,2.99e+17,6e+17,32201.135,105.876,921.0,159,19,32,2025-01-04
NOLSM32513461,3,Implantation,1.85e+16,6.67e+16,1.11e+18,3e+17,6e+17,32200.663,104.334,917.0,156,19,33,2025-01-04
NOLSM32513462,1,Implantation,1.18e+16,1.06e+17,3210000000000000.0,3e+17,6e+17,32201.853,103.983,911.0,156,19,34,2025-01-04
NOLSM32513463,2,Implantation,1.01e+16,821999999999999.8,6.04e+16,3.01e+17,6e+17,32199.813,103.895,913.0,156,19,35,2025-01-04
NOLSM32513464,3,Implantation,9200000000000000.0,53699999999999.92,1.38e+17,3e+17,6e+17,32201.993,103.814,914.0,156,19,36,2025-01-04
NOLSM32513465,1,Implantation,2.14e+16,4.12e+16,3.61e+17,2.99e+17,6e+17,32200.397,104.282,910.0,156,19,37,2025-01-04
NOLSM32513466,2,Implantation,8760000000000000.0,8.53e+16,4.28e+17,2.99e+17,6e+17,32201.712,103.711,908.0,156,19,38,2025-01-04
NOLSM32513467,3,Implantation,1.16e+16,1e+17,3.54e+17,3.01e+17,6e+17,32198.937,103.576,915.0,155,19,39,2025-01-04
NOLSM32513468,1,Implantation,2.11e+16,3970000000000000.0,6120000000000000.0,2.99e+17,6e+17,32203.428,104.794,916.0,157,19,40,2025-01-04
NOLSM32513469,2,Implantation,1.92e+16,5970000000000000.0,1.15e+18,3.01e+17,6e+17,32200.005,104.755,911.0,157,19,41,2025-01-04
NOLSM32513470,3,Implantation,1.52e+16,3.96e+16,2.29e+17,2.99e+17,6e+17,32195.864,103.844,919.0,156,19,42,2025-01-04
NOLSM32513471,1,Implantation,5710000000000000.0,2.78e+16,3.42e+17,2.99e+17,6e+17,32200.351,105.261,920.0,158,19,43,2025-01-04
NOLSM32513472,2,Implantation,1.1e+16,9.2e+16,6.33e+17,3.01e+17,6e+17,32201.677,105.455,920.0,158,19,44,2025-01-04
NOLSM32513473,3,Implantation,1.07e+16,9.36e+16,3.59e+17,3e+17,6e+17,32199.155,104.95,915.0,157,19,45,2025-01-04
NOLSM32513474,1,Implantation,4910000000000000.0,3.96e+16,9.83e+16,3.01e+17,6e+17,32302.28,102.251,916.0,154,19,46,2025-01-04
NOLSM32513475,2,Implantation,1.47e+16,5.3e+16,901000000000000.0,3.01e+17,6e+17,32298.382,102.496,920.0,154,19,47,2025-01-04
NOLSM32513476,3,Implantation,1.01e+16,1.39e+16,8.29e+16,3.01e+17,6e+17,32298.233,103.677,928.0,156,19,48,2025-01-04
NOLSM32513477,1,Implantation,3480000000000000.0,1.56e+16,1.97e+17,3e+17,6e+17,32302.199,103.882,913.0,156,19,49,2025-01-04
NOLSM32513478,2,Implantation,2.03e+16,7.67e+16,1.03e+18,3e+17,6e+17,32300.744,102.828,918.0,154,19,50,2025-01-04
NOLSM32513479,3,Implantation,2.02e+16,2.02e+17,5.76e+17,3e+17,6e+17,32299.097,103.047,920.0,155,19,51,2025-01-04
NOLSM32513480,1,Implantation,1.23e+16,8.02e+16,8.92e+16,2.99e+17,6e+17,32299.404,103.721,924.0,155,19,52,2025-01-04
NOLSM32513481,2,Implantation,2.14e+16,1.67e+17,1.21e+18,3e+17,6e+17,32301.958,103.051,913.0,155,19,53,2025-01-04
NOLSM32513482,3,Implantation,8620000000000000.0,8170000000000000.0,4.53e+17,3e+17,6e+17,32299.742,102.542,910.0,154,19,54,2025-01-04
NOLSM32513483,2,Implantation,1.43e+16,1.14e+17,7.16e+17,3e+17,6e+17,32198.268,105.261,919.0,158,19,1,2025-01-04
NOLSM32513484,1,Implantation,1.46e+16,3.05e+16,651999999999999.9,3.01e+17,6e+17,32199.653,105.177,924.0,158,19,2,2025-01-04
NOLSM32513485,1,Implantation,1.11e+16,6.38e+16,5.78e+17,3e+17,6e+17,32200.378,105.197,929.0,158,19,3,2025-01-04
NOLSM32513486,2,Implantation,9870000000000000.0,3520000000000000.0,5.92e+17,2.98e+17,6e+17,32202.614,105.815,929.0,159,19,4,2025-01-04
NOLSM32513487,3,Implantation,1.98e+16,1.17e+17,5.28e+16,2.99e+17,6e+17,32201.144,105.889,921.0,159,19,5,2025-01-04
NOLSM32513488,3,Implantation,1.85e+16,6.67e+16,1.11e+18,3e+17,6e+17,32200.601,104.247,917.0,156,19,6,2025-01-04
NOLSM32513489,2,Implantation,1.18e+16,1.06e+17,3210000000000000.0,3e+17,6e+17,32201.719,103.759,911.0,156,19,7,2025-01-04
NOLSM32513490,1,Implantation,1.01e+16,822000000000000.1,6.04e+16,3.01e+17,6e+17,32199.792,103.736,913.0,156,19,8,2025-01-04
NOLSM32513491,1,Implantation,9200000000000000.0,53700000000000.086,1.38e+17,3e+17,6e+17,32202.173,103.71,914.0,156,19,9,2025-01-04
NOLSM32513492,2,Implantation,2.14e+16,4.12e+16,3.61e+17,2.99e+17,6e+17,32200.446,104.423,910.0,156,19,10,2025-01-04
NOLSM32513493,3,Implantation,8760000000000000.0,8.53e+16,4.28e+17,2.99e+17,6e+17,32201.909,103.836,908.0,156,19,11,2025-01-04
NOLSM32513494,3,Implantation,1.16e+16,1e+17,3.54e+17,3.01e+17,6e+17,32198.933,103.574,915.0,155,19,12,2025-01-04
NOLSM32513495,2,Implantation,2.11e+16,3970000000000000.0,6120000000000000.0,2.99e+17,6e+17,32203.388,104.814,916.0,157,19,13,2025-01-04
NOLSM32513496,1,Implantation,1.92e+16,5970000000000000.0,1.15e+18,3.01e+17,6e+17,32200.419,104.706,911.0,157,19,14,2025-01-04
NOLSM32513497,1,Implantation,1.52e+16,3.96e+16,2.29e+17,2.99e+17,6e+17,32195.731,103.725,919.0,156,19,15,2025-01-04
NOLSM32513498,2,Implantation,5710000000000000.0,2.78e+16,3.42e+17,2.99e+17,6e+17,32200.56,104.893,920.0,158,19,16,2025-01-04
NOLSM32513499,3,Implantation,1.1e+16,9.2e+16,6.33e+17,3.01e+17,6e+17,32201.576,105.222,920.0,158,19,17,2025-01-04
