No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Target,Error_message,group_id,error_class,wafer_map_truncated,oxidation_sentinel_flag,photo_softbake_sentinel_flag,photo_litho_sentinel_flag,etching_sentinel_flag,ion_implant_sentinel_flag,any_process_sentinel_flag,oxidation_rate_nm_per_min,oxid_thickness_spec_gap,oxid_below_spec,cd_resolution_ratio,exposure_energy_per_cd_nm,line_cd_band_gap,line_cd_out_of_band,total_etch_removal,etch_rate_stage1,etch_rate_stage2,etch_rate_stage3,total_flux_60_480,anneal_temp_diff
NOLSM32513171,1,Photo,1.313,13.204,15.195,20.0,198.814,90.084,503.144,4029.323,5156.991,4.878,90.432,29.957,13,13,2025-01-05,3,photo_li,49.757,H,405,511.373,105.042,1,Etching,308.0,1498.0,3621.0,5732.0,70.756,51.009,0.996,1,Implantation,1.13e+16,-1.31e+16,5.4e+17,3e+17,6e+17,31201.674,103.356,902.0,158,2,Oxidation,wet,1014.36,H2O,32.8,0.2,144,708.72,68,none,13_13,none,False,False,False,False,False,True,True,4.921666666666667,-8.720000000000027,0,0.09730079609208933,2.1110999457362785,0.0,0,5424.0,2111.0,2123.0,1190.0,8.382e+17,744.0
NOLSM32513172,2,Photo,1.794,12.997,14.809,20.075,201.496,90.04,496.113,4088.347,5019.619,4.872,93.723,29.999,13,14,2025-01-05,1,photo_li,36.531,H,405,511.136,107.862,1,Etching,604.0,1524.0,3653.0,5721.0,71.003,50.752,1.03,1,Implantation,1.17e+16,1.1e+17,4.95e+17,3e+17,6e+17,31084.18,101.539,895.0,153,2,Oxidation,dry,1124.58,O2,38.26,0.16,119,702.51,171,none,13_14,none,False,False,False,False,False,False,False,5.90344537815126,-2.509999999999991,0,0.07147021536342578,2.952615586761928,0.0,0,5117.0,2068.0,2129.0,920.0,9.167e+17,742.0
NOLSM32513173,2,Photo,1.575,13.098,14.736,19.813,202.249,89.94,502.726,4062.097,5085.997,4.809,92.361,30.028,13,15,2025-01-05,2,photo_li,32.965,G,436,515.668,109.622,2,Etching,280.0,1571.0,3642.0,5711.0,71.323,50.392,1.148,2,Implantation,1.18e+16,8.54e+16,4.07e+17,3.01e+17,6e+17,32253.745,102.873,904.0,155,2,Oxidation,dry,1144.64,O2,26.74,0.18,118,702.29,87,none,13_15,none,False,False,False,False,False,False,False,5.951610169491525,-2.2899999999999636,0,0.06392679010526153,3.3254057333535565,0.0,0,5431.0,2069.0,2071.0,1291.0,8.052e+17,749.0
NOLSM32513174,2,Photo,1.07,15.972,14.94,20.02,200.165,90.1,499.149,4088.035,5101.542,4.887,93.075,29.933,13,16,2025-01-05,3,photo_li,46.906,I,365,532.312,105.091,3,Etching,282.0,1442.0,3636.0,5694.0,72.02,50.678,0.955,3,Implantation,1.42e+16,8.73e+16,5.93e+17,3e+17,6e+17,31446.453,102.682,882.0,155,2,Oxidation,dry,1127.57,O2,36.32,0.22,98,715.27,31,none,13_16,none,False,False,False,False,False,False,False,7.298673469387755,-15.269999999999982,0,0.0881174950029306,2.2404596426896344,0.0,0,5412.0,2058.0,2194.0,1160.0,9.945e+17,727.0
NOLSM32513175,3,Photo,1.311,14.175,14.983,20.138,199.258,89.947,503.568,4043.028,5057.655,4.879,91.288,30.022,13,17,2025-01-05,1,photo_li,66.337,H,405,509.397,108.481,3,Etching,477.0,1561.0,3667.0,5723.0,72.132,51.446,0.964,3,Implantation,7830000000000000.0,1.31e+17,3.65e+17,3.03e+17,6e+17,32773.35,105.098,896.0,150,2,Oxidation,dry,919.21,O2,35.7,0.28,94,708.3,238,[['Edge-Loc']],13_17,Edge-Loc,False,False,False,False,False,False,False,7.535106382978723,-8.299999999999955,0,0.13022652273177895,1.6353015662450818,11.337000000000003,1,5246.0,2056.0,2106.0,1084.0,8.0683e+17,746.0
NOLSM32513176,3,Photo,1.314,12.494,14.983,19.876,199.958,89.979,505.102,4054.049,4892.431,4.754,90.684,29.926,13,18,2025-01-05,2,photo_li,33.185,G,436,551.583,109.65,2,Etching,350.0,1690.0,3659.0,5691.0,72.878,50.224,1.172,2,Implantation,1.08e+16,3.69e+16,5.43e+17,2.99e+17,6e+17,31202.315,100.535,898.0,155,2,Oxidation,wet,1238.19,H2O,25.38,0.15,174,720.59,173,none,13_18,none,False,False,False,False,False,False,False,4.14132183908046,-20.590000000000032,0,0.06016320299936728,3.304203706493898,0.0,0,5341.0,2032.0,1969.0,1340.0,8.897e+17,743.0
NOLSM32513177,3,Photo,1.185,15.734,14.928,20.027,199.187,89.957,501.064,3988.708,5004.916,5.135,92.178,30.085,13,19,2025-01-05,3,photo_li,42.238,I,365,512.001,108.405,1,Etching,353.0,1544.0,3649.0,5706.0,70.113,51.626,1.066,1,Implantation,1.17e+16,9.08e+16,1.99e+17,3.01e+17,6e+17,31662.015,101.29,891.0,149,2,Oxidation,dry,913.91,O2,36.37,0.23,70,711.29,103,none,13_19,none,False,False,False,False,False,False,False,10.161285714285714,-11.289999999999964,0,0.0824959326251316,2.566527771201288,0.0,0,5353.0,2057.0,2105.0,1191.0,6.025e+17,742.0
NOLSM32513178,1,Photo,1.253,16.399,15.151,20.106,199.842,90.13,499.841,3983.719,5029.279,4.812,90.811,29.928,13,20,2025-01-05,1,photo_li,55.359,H,405,515.832,108.528,1,Etching,278.0,1463.0,3673.0,5727.0,70.806,51.487,1.082,1,Implantation,1.34e+16,7.75e+16,4.48e+17,2.99e+17,6e+17,30785.889,103.156,880.0,156,3,Oxidation,dry,1091.5,O2,37.37,0.09,87,706.12,174,none,13_20,none,False,False,False,False,False,False,False,8.11632183908046,-6.1200000000000045,0,0.10731982505932164,1.9604400368503767,0.35900000000000176,1,5449.0,2054.0,2210.0,1185.0,8.379e+17,724.0
NOLSM32513179,1,Photo,1.517,15.485,14.926,20.093,203.779,89.951,498.042,4015.401,4993.495,4.994,93.288,29.958,13,21,2025-01-05,3,photo_li,58.288,H,405,492.509,108.327,3,Etching,378.0,1616.0,3683.0,5709.0,71.248,51.355,1.011,3,Implantation,1.19e+16,8.61e+16,5.08e+17,2.99e+17,6e+17,31765.483,101.988,878.0,156,3,Oxidation,dry,1149.13,O2,35.21,0.01,113,702.54,177,none,13_21,none,False,False,False,False,False,False,False,6.21716814159292,-2.5399999999999636,0,0.1183491063107476,1.8584785890749382,3.2879999999999967,1,5331.0,2026.0,2067.0,1238.0,9.05e+17,722.0
NOLSM32513180,2,Photo,1.605,16.803,15.014,19.931,196.292,89.999,502.683,3973.93,4974.614,5.032,92.717,29.949,13,22,2025-01-05,1,photo_li,46.937,I,365,520.078,108.339,3,Etching,317.0,1449.0,3617.0,5739.0,70.516,49.75,1.037,3,Implantation,1.24e+16,1.3e+17,2.17e+17,3.01e+17,6e+17,30901.399,101.997,912.0,155,3,Oxidation,wet,1133.64,H2O,26.62,0.28,106,701.77,28,none,13_22,none,False,False,False,False,False,False,False,6.6204716981132075,-1.7699999999999818,0,0.09024992404985406,2.308179048511835,0.0,0,5422.0,2122.0,2168.0,1132.0,6.604e+17,757.0
NOLSM32513181,2,Photo,1.334,18.67,14.89,19.863,204.795,89.962,498.74,4082.555,5036.16,5.307,91.453,29.996,13,23,2025-01-05,2,photo_li,43.115,I,365,498.948,109.596,2,Etching,473.0,1576.0,3672.0,5738.0,70.177,51.156,0.996,2,Implantation,1.66e+16,2.38e+17,1.03e+18,3e+17,6e+17,31877.756,101.399,914.0,155,3,Oxidation,dry,1119.09,O2,27.46,0.27,50,711.97,134,none,13_23,none,False,False,False,False,False,False,False,14.2394,-11.970000000000027,0,0.0864118104491851,2.5419459584831263,0.0,0,5265.0,2066.0,2096.0,1103.0,1.5846e+18,759.0
NOLSM32513182,2,Photo,0.542,16.025,14.91,20.053,197.367,89.989,501.935,4101.153,5013.347,4.866,94.046,30.076,13,24,2025-01-05,3,photo_li,39.753,I,365,519.031,108.447,1,Etching,499.0,1450.0,3649.0,5730.0,69.973,51.275,1.05,1,Implantation,1.15e+16,1.09e+17,7.63e+17,3e+17,6e+17,30107.28,102.944,899.0,156,3,Oxidation,wet,1263.71,H2O,31.52,0.23,112,696.95,129,none,13_24,none,False,False,False,False,False,False,False,6.222767857142857,3.0499999999999545,1,0.07659080093481893,2.728020526752698,0.0,0,5231.0,2081.0,2199.0,951.0,1.1835e+18,743.0
NOLSM32513183,3,Photo,0.654,18.51,14.906,20.021,196.675,90.114,506.414,4074.38,4974.654,4.927,94.733,30.191,13,25,2025-01-05,1,photo_li,48.868,H,405,512.464,109.374,1,Etching,222.0,1390.0,3666.0,5738.0,71.841,51.299,1.107,1,Implantation,9270000000000000.0,9.56e+16,4.79e+17,2.99e+17,6e+17,32048.367,102.557,903.0,157,3,Oxidation,wet,963.98,H2O,38.54,0.11,78,706.09,78,none,13_25,none,False,False,False,False,False,False,False,9.052435897435897,-6.090000000000032,0,0.09535889350276311,2.238151755750184,0.0,0,5516.0,2072.0,2276.0,1168.0,8.8287e+17,746.0
NOLSM32513184,3,Photo,1.662,14.235,14.991,20.195,196.598,90.07,495.004,4078.042,5011.785,5.119,91.809,29.902,13,26,2025-01-05,2,photo_li,50.998,I,365,522.431,110.375,2,Etching,41.0,1646.0,3662.0,5722.0,71.448,51.412,1.032,2,Implantation,1.88e+16,1.53e+16,7.91e+17,3e+17,6e+17,31220.991,104.26,879.0,155,3,Oxidation,dry,1059.16,O2,32.81,0.12,80,707.27,60,none,13_26,none,False,False,False,False,False,False,False,8.840875,-7.269999999999982,0,0.09761671876286054,2.164300560806306,0.0,0,5681.0,2060.0,2016.0,1605.0,1.1251e+18,724.0
NOLSM32513185,3,Photo,1.21,15.872,14.926,20.079,202.263,89.851,496.425,4011.323,4985.646,5.248,94.037,29.989,13,27,2025-01-05,3,photo_li,49.315,H,405,509.107,108.208,3,Etching,65.0,1469.0,3652.0,5725.0,71.461,50.517,1.047,3,Implantation,7200000000000000.0,1.3e+17,5.99e+17,3e+17,6e+17,31645.413,100.631,890.0,157,3,Oxidation,dry,1045.89,O2,44.88,0.27,89,715.9,74,none,13_27,none,False,False,False,False,False,False,False,8.0438202247191,-15.899999999999977,0,0.09686568835235028,2.1942208253067017,0.0,0,5660.0,2073.0,2183.0,1404.0,1.0362e+18,733.0
NOLSM32513186,2,Photo,1.222,15.744,15.048,20.021,196.567,90.038,504.272,4114.556,5041.761,5.168,89.547,29.991,14,28,2024-12-30,1,photo_li,27.537,G,436,521.676,108.554,1,Etching,166.0,1518.0,3663.0,5700.0,71.047,51.015,0.957,1,Implantation,1.09e+16,-4.12e+16,9.74e+17,3.03e+17,6e+17,31292.65,100.678,899.0,151,2,Oxidation,wet,1002.56,H2O,28.55,0.16,136,709.9,90,none,14_28,none,False,False,False,False,False,True,True,5.2198529411764705,-9.899999999999977,0,0.05278563706208451,3.942114246286814,0.0,0,5534.0,2037.0,2145.0,1352.0,1.2467e+18,748.0
NOLSM32513187,2,Photo,0.987,11.834,14.938,20.072,199.092,89.931,500.205,4001.212,4993.383,5.049,91.392,29.994,14,29,2024-12-30,1,photo_li,44.742,H,405,526.5,106.098,2,Etching,355.0,1605.0,3665.0,5711.0,71.047,51.111,1.072,2,Implantation,1.14e+16,7.25e+16,8.05e+17,2.99e+17,6e+17,32014.996,103.251,874.0,155,2,Oxidation,dry,1095.74,O2,34.53,0.3,187,711.24,117,none,14_29,none,False,False,False,False,False,False,False,3.8034224598930484,-11.240000000000009,0,0.08498005698005698,2.3713289526619286,0.0,0,5356.0,2046.0,2060.0,1250.0,1.1879e+18,719.0
NOLSM32513188,2,Photo,1.268,15.067,14.986,19.984,198.012,90.066,500.375,4054.759,4885.4,5.025,90.954,30.003,14,30,2024-12-30,1,photo_li,29.349,I,365,543.017,109.059,3,Etching,341.0,1635.0,3640.0,5699.0,71.69,49.477,1.025,3,Implantation,1.62e+16,8.58e+16,4.53e+17,3.01e+17,6e+17,30828.205,103.015,882.0,158,2,Oxidation,wet,1024.17,H2O,34.95,0.26,86,704.33,180,none,14_30,none,False,False,False,False,False,False,False,8.189883720930233,-4.330000000000041,0,0.0540480316454181,3.7159358070121637,0.0,0,5358.0,2059.0,2005.0,1294.0,8.56e+17,724.0
NOLSM32513189,2,Photo,0.96,16.12,15.102,19.978,201.02,89.892,494.729,3957.034,5029.153,4.85,88.994,29.953,14,31,2024-12-30,1,photo_li,56.837,I,365,513.634,109.315,1,Etching,304.0,1499.0,3654.0,5712.0,72.321,51.863,1.099,1,Implantation,1.24e+16,1.5e+17,3.6e+17,2.99e+17,6e+17,32525.998,102.67,926.0,156,2,Oxidation,dry,1135.49,O2,32.53,0.21,73,703.92,88,none,14_31,none,False,False,False,False,False,False,False,9.642739726027397,-3.919999999999959,0,0.11065661541097357,1.9233070007213608,1.8370000000000033,1,5408.0,2058.0,2155.0,1195.0,8.214e+17,770.0
NOLSM32513190,2,Photo,1.638,15.823,14.969,19.786,199.542,90.068,499.126,4087.936,4989.207,4.939,92.028,29.922,14,32,2024-12-30,1,photo_li,61.55,H,405,543.921,105.069,2,Etching,443.0,1421.0,3625.0,5707.0,71.463,51.549,0.861,2,Implantation,1.54e+16,4.3e+16,5.93e+17,3.02e+17,6e+17,31583.928,102.498,925.0,156,2,Oxidation,dry,1120.25,O2,38.02,0.32,73,722.3,95,none,14_32,none,False,False,False,False,False,False,False,9.894520547945206,-22.299999999999955,0,0.11315981548791092,1.707051177904143,6.549999999999997,1,5264.0,2082.0,2204.0,978.0,9.534e+17,769.0
NOLSM32513191,2,Photo,1.475,12.375,14.793,19.867,202.961,89.985,501.206,4025.645,5066.849,4.836,92.587,30.17,14,33,2024-12-30,1,photo_li,26.067,I,365,520.922,109.08,3,Etching,680.0,1517.0,3663.0,5711.0,71.173,52.267,1.052,3,Implantation,1.65e+16,1.26e+17,8.12e+17,3e+17,6e+17,31743.749,104.152,914.0,156,2,Oxidation,wet,1210.16,H2O,33.81,0.13,160,713.68,218,[['Edge-Loc']],14_33,Edge-Loc,False,False,False,False,False,False,False,4.4605,-13.67999999999995,0,0.05004012116977206,4.184601219933249,0.0,0,5031.0,2048.0,2146.0,837.0,1.2545e+18,758.0
NOLSM32513192,2,Photo,1.28,14.638,15.02,20.127,200.252,90.029,493.441,4037.152,5042.442,4.978,93.25,30.14,14,34,2024-12-30,1,photo_li,43.272,H,405,527.092,107.963,1,Etching,485.0,1505.0,3677.0,5699.0,70.488,52.285,0.937,1,Implantation,7240000000000000.0,1.96e+17,5.41e+17,2.96e+17,6e+17,32590.465,106.077,915.0,154,2,Oxidation,dry,1057.44,O2,29.15,0.35,32,712.62,161,none,14_34,none,False,False,False,False,False,False,False,22.269375,-12.620000000000005,0,0.082095725224439,2.4949852098354595,0.0,0,5214.0,2022.0,2172.0,1020.0,1.04024e+18,761.0
NOLSM32513193,2,Photo,0.85,23.524,14.873,20.0,199.479,89.979,497.33,4014.226,5048.696,4.836,92.64,29.839,14,35,2024-12-30,1,photo_li,23.04,G,436,528.776,107.386,2,Etching,489.0,1657.0,3669.0,5743.0,68.662,50.038,1.076,2,Implantation,9910000000000000.0,6.1e+16,1.66e+17,3.02e+17,6e+17,32202.178,103.732,882.0,153,2,Oxidation,wet,1102.82,H2O,50.04,0.36,32,714.47,145,none,14_35,none,False,False,False,False,False,False,False,22.3271875,-14.470000000000027,0,0.04357232552158192,4.660850694444444,1.9600000000000009,1,5254.0,2074.0,2012.0,1168.0,5.3891e+17,729.0
NOLSM32513194,2,Photo,2.144,14.716,15.102,20.141,200.96,89.983,499.351,3985.755,4929.282,5.13,90.217,30.155,14,36,2024-12-30,1,photo_li,59.29,H,405,529.681,107.518,3,Etching,418.0,1583.0,3651.0,5709.0,70.469,51.587,1.043,3,Implantation,1.38e+16,1.09e+17,7.02e+17,3e+17,6e+17,31167.945,104.347,888.0,159,2,Oxidation,dry,1007.57,O2,32.51,0.15,32,715.35,151,none,14_36,none,False,False,False,False,False,False,False,22.3546875,-15.350000000000023,0,0.11193529690511836,1.8134255355034576,4.289999999999999,1,5291.0,2058.0,2068.0,1165.0,1.1248e+18,729.0
NOLSM32513195,2,Photo,1.34,20.091,15.129,20.013,197.109,89.89,503.841,4047.431,5081.611,4.946,91.822,29.823,14,37,2024-12-30,2,photo_li,24.278,H,405,476.678,108.834,1,Etching,405.0,1572.0,3630.0,5693.0,70.814,50.358,0.931,1,Implantation,1.79e+16,8.57e+16,6.04e+17,3e+17,6e+17,30598.151,102.795,860.0,155,2,Oxidation,wet,1173.82,H2O,32.98,0.21,90,713.0,110,none,14_37,none,False,False,False,False,False,False,False,7.9222222222222225,-13.0,0,0.05093165617041273,4.482823955844798,0.7220000000000013,1,5288.0,2063.0,2058.0,1167.0,1.0076e+18,705.0
NOLSM32513196,2,Photo,0.856,18.573,14.854,20.16,194.746,90.087,501.999,3955.414,5052.658,4.903,95.993,30.019,14,38,2024-12-30,2,photo_li,53.586,H,405,527.35,106.77,2,Etching,381.0,1485.0,3671.0,5722.0,70.222,52.288,0.958,2,Implantation,1.07e+16,9.57e+16,2.49e+17,3.01e+17,6e+17,32095.814,103.303,902.0,155,2,Oxidation,wet,1065.92,H2O,36.63,0.03,95,714.15,93,none,14_38,none,False,False,False,False,False,False,False,7.517368421052631,-14.149999999999977,0,0.10161372902247084,1.992498040532975,0.0,0,5341.0,2051.0,2186.0,1104.0,6.564e+17,747.0
NOLSM32513197,2,Photo,0.456,15.875,14.939,20.074,201.069,90.031,499.439,4062.517,4922.259,5.126,94.192,29.797,14,39,2024-12-30,2,photo_li,33.887,G,436,527.374,105.471,3,Etching,203.0,1615.0,3659.0,5709.0,70.74,51.883,1.048,3,Implantation,1.44e+16,5.22e+16,9.28e+17,2.99e+17,6e+17,31074.302,101.463,893.0,155,2,Oxidation,dry,1123.03,O2,30.02,0.05,115,710.07,76,none,14_39,none,False,False,False,False,False,False,False,6.1745217391304354,-10.07000000000005,0,0.06425610667192543,3.112432496237495,0.0,0,5506.0,2050.0,2044.0,1412.0,1.2936e+18,738.0
NOLSM32513198,2,Photo,1.821,17.291,15.172,20.097,198.352,90.046,500.613,4071.749,4978.119,5.163,96.082,30.11,14,40,2024-12-30,2,photo_li,48.801,H,405,500.968,106.786,1,Etching,446.0,1422.0,3639.0,5699.0,69.194,50.865,0.951,1,Implantation,1e+16,1.31e+17,6.99e+17,3e+17,6e+17,31732.595,104.228,912.0,153,2,Oxidation,wet,1106.36,H2O,45.7,0.04,56,710.52,65,none,14_40,none,False,False,False,False,False,False,False,12.687857142857142,-10.519999999999982,0,0.09741340764280353,2.1881928649003095,0.0,0,5253.0,2060.0,2217.0,976.0,1.14e+18,759.0
NOLSM32513199,2,Photo,1.473,16.019,15.127,19.939,198.912,89.861,499.871,3985.641,5152.57,5.125,91.373,30.206,14,41,2024-12-30,2,photo_li,40.992,G,436,489.339,107.215,2,Etching,125.0,1395.0,3642.0,5737.0,69.839,50.547,1.043,2,Implantation,8190000000000000.0,7.54e+16,8.47e+17,2.99e+17,6e+17,31559.442,101.525,909.0,154,2,Oxidation,wet,1194.72,H2O,21.14,0.23,107,711.65,53,none,14_41,none,False,False,False,False,False,False,False,6.6509345794392525,-11.649999999999977,0,0.08377014707595347,2.615510343481655,0.0,0,5612.0,2095.0,2247.0,1270.0,1.22959e+18,755.0
NOLSM32513200,2,Photo,0.926,19.178,14.981,20.112,195.032,90.023,501.565,3978.729,4975.076,4.987,92.044,30.045,14,42,2024-12-30,2,photo_li,38.363,G,436,539.577,106.058,3,Etching,443.0,1532.0,3670.0,5712.0,70.57,50.703,0.857,3,Implantation,8240000000000000.0,1.24e+16,8.48e+17,3e+17,6e+17,31251.229,101.804,906.0,155,2,Oxidation,wet,1045.37,H2O,32.34,0.32,44,710.04,127,none,14_42,none,False,False,False,False,False,False,False,16.137272727272727,-10.039999999999964,0,0.07109828625015521,2.7645908818392724,0.0,0,5269.0,2042.0,2138.0,1089.0,1.16864e+18,751.0
NOLSM32513201,2,Photo,1.681,18.819,15.105,20.131,196.299,90.037,502.574,4056.091,5115.137,5.206,92.793,29.942,14,43,2024-12-30,2,photo_li,58.968,I,365,572.5,108.959,1,Etching,473.0,1341.0,3657.0,5714.0,70.306,51.857,1.122,1,Implantation,8270000000000000.0,7.79e+16,5.92e+17,3e+17,6e+17,31364.08,103.814,906.0,155,2,Oxidation,dry,1135.79,O2,29.67,0.32,99,721.62,54,none,14_43,none,False,False,False,False,False,False,False,7.289090909090909,-21.620000000000005,0,0.10300087336244543,1.8477648894315561,3.9680000000000035,1,5241.0,2057.0,2316.0,868.0,9.7817e+17,751.0
NOLSM32513202,2,Photo,1.168,13.677,15.025,20.095,204.492,90.022,507.224,4028.965,5086.479,5.039,92.504,30.016,14,44,2024-12-30,2,photo_li,33.663,H,405,541.102,108.892,2,Etching,298.0,1564.0,3652.0,5724.0,70.632,50.775,0.884,2,Implantation,1.22e+16,1.13e+17,8.25e+17,3e+17,6e+17,32166.522,102.676,911.0,153,2,Oxidation,wet,1081.33,H2O,41.63,0.24,214,701.36,84,none,14_44,none,False,False,False,False,False,False,False,3.2773831775700937,-1.3600000000000136,0,0.06221193046782307,3.2347681430650863,0.0,0,5426.0,2072.0,2088.0,1266.0,1.2502e+18,758.0
NOLSM32513203,2,Photo,1.015,18.708,14.735,19.989,204.832,90.013,501.247,3971.212,4934.566,5.147,92.596,30.087,14,45,2024-12-30,2,photo_li,32.807,G,436,508.053,109.218,3,Etching,467.0,1532.0,3657.0,5731.0,71.71,49.84,1.122,3,Implantation,1.18e+16,1.14e+17,4.73e+17,2.99e+17,6e+17,32602.41,104.142,917.0,160,2,Oxidation,wet,1119.33,H2O,40.57,0.14,152,720.56,30,none,14_45,none,False,False,False,False,False,False,False,4.740526315789474,-20.559999999999945,0,0.06457397161319783,3.32910659310513,0.0,0,5264.0,2074.0,2125.0,1065.0,8.978e+17,757.0
NOLSM32513204,2,Photo,1.884,20.612,15.212,20.071,200.382,90.055,503.392,4035.381,5084.256,5.051,92.835,29.949,14,46,2024-12-30,3,photo_li,56.701,H,405,479.703,106.689,1,Etching,310.0,1377.0,3641.0,5732.0,71.076,50.675,1.062,1,Implantation,6750000000000000.0,9.89e+16,2.11e+17,3e+17,6e+17,31126.741,103.882,894.0,156,2,Oxidation,dry,1059.01,O2,32.7,0.21,104,710.05,48,none,14_46,none,False,False,False,False,False,False,False,6.827403846153846,-10.049999999999955,0,0.11820021971928465,1.881607026331105,1.7010000000000005,1,5422.0,2091.0,2264.0,1067.0,6.1665e+17,738.0
NOLSM32513205,2,Photo,2.023,11.258,14.955,20.063,200.391,89.861,501.416,3952.585,5003.04,4.835,90.031,29.999,14,47,2024-12-30,3,photo_li,17.902,G,436,471.72,111.479,2,Etching,273.0,1489.0,3650.0,5722.0,71.37,50.059,0.914,2,Implantation,1.49e+16,3.52e+16,4.27e+17,3.01e+17,6e+17,31795.65,104.22,875.0,154,2,Oxidation,dry,1048.37,O2,36.67,0.21,75,707.37,15,none,14_47,none,False,False,False,False,False,False,False,9.4316,-7.3700000000000045,0,0.037950479097769864,6.227181320522846,7.097999999999999,1,5449.0,2072.0,2161.0,1216.0,7.781e+17,721.0
NOLSM32513206,2,Photo,1.859,15.2,14.88,19.979,199.067,90.179,500.951,3972.292,5074.93,4.899,92.052,29.988,14,48,2024-12-30,3,photo_li,43.183,I,365,537.042,107.526,3,Etching,582.0,1576.0,3668.0,5746.0,69.288,50.775,0.944,3,Implantation,6750000000000000.0,1.08e+17,6.22e+17,3.01e+17,6e+17,31208.943,103.87,884.0,156,2,Oxidation,dry,1061.17,O2,36.88,0.36,118,699.3,184,none,14_48,none,False,False,False,False,False,False,False,5.926271186440678,0.7000000000000455,1,0.0804089810480372,2.4900076418961166,0.0,0,5164.0,2078.0,2092.0,994.0,1.03775e+18,728.0
NOLSM32513207,2,Photo,1.041,12.621,14.914,20.038,195.752,90.049,501.285,4017.185,5009.311,5.045,92.744,30.298,14,49,2024-12-30,3,photo_li,55.449,H,405,518.154,107.55,1,Etching,427.0,1548.0,3666.0,5689.0,70.816,50.919,0.871,1,Implantation,2980000000000000.0,8.43e+16,6.48e+17,3.01e+17,6e+17,30954.028,99.618,895.0,155,2,Oxidation,wet,1234.47,H2O,36.01,0.12,127,689.67,84,none,14_49,none,False,False,False,False,False,False,False,5.4304724409448815,10.330000000000041,1,0.10701258699151217,1.9396201915273494,0.44899999999999807,1,5262.0,2023.0,2118.0,1121.0,1.03628e+18,740.0
NOLSM32513208,2,Photo,1.41,19.788,14.967,19.939,203.769,90.106,497.229,4072.858,4976.332,4.966,92.497,30.143,14,50,2024-12-30,3,photo_li,33.704,G,436,525.39,106.41,2,Etching,469.0,1460.0,3691.0,5703.0,69.706,51.853,1.111,2,Implantation,1.58e+16,9.95e+16,3.07e+17,3.02e+17,6e+17,31265.025,102.092,916.0,150,2,Oxidation,wet,1141.37,H2O,38.58,0.1,100,699.69,120,none,14_50,none,False,False,False,False,False,False,False,6.9969,0.30999999999994543,1,0.06415044062505948,3.157192024685497,0.0,0,5234.0,2012.0,2231.0,991.0,7.243e+17,766.0
NOLSM32513209,2,Photo,0.869,15.879,15.027,20.143,203.246,89.986,500.164,4084.805,4888.495,4.938,89.031,30.006,14,51,2024-12-30,3,photo_li,39.038,G,436,510.887,106.272,3,Etching,470.0,1495.0,3669.0,5715.0,71.048,50.771,0.958,3,Implantation,6410000000000000.0,5500000000000000.0,4.5e+17,2.99e+17,6e+17,32267.21,104.219,907.0,155,2,Oxidation,dry,1275.1,O2,23.73,0.2,156,715.31,215,[['Edge-Loc']],14_51,Edge-Loc,False,False,False,False,False,False,False,4.585320512820513,-15.309999999999945,0,0.07641220074106407,2.7222706081254167,0.0,0,5245.0,2046.0,2174.0,1025.0,7.6091e+17,752.0
NOLSM32513210,2,Photo,0.902,17.524,15.075,19.925,205.832,90.088,501.464,4044.937,4953.724,4.908,93.593,30.111,14,52,2024-12-30,3,photo_li,36.537,G,436,496.481,112.072,1,Etching,310.0,1449.0,3634.0,5711.0,71.933,50.902,1.121,1,Implantation,1.54e+16,5.38e+16,2.17e+17,3.03e+17,6e+17,31799.91,104.13,917.0,150,2,Oxidation,wet,1064.99,H2O,33.23,0.08,117,726.67,74,none,14_52,none,False,False,False,False,False,False,False,6.210854700854701,-26.66999999999996,0,0.07359194007424252,3.0673563784656652,0.0,0,5401.0,2077.0,2185.0,1139.0,5.892e+17,767.0
NOLSM32513211,2,Photo,1.642,16.409,15.133,19.959,200.513,89.84,496.46,4010.197,4883.292,4.922,92.19,30.162,14,53,2024-12-30,3,photo_li,44.83,H,405,512.727,111.476,2,Etching,-18.0,1527.0,3701.0,5702.0,70.751,50.983,0.984,2,Implantation,1.23e+16,8.84e+16,6.37e+17,2.99e+17,6e+17,32222.165,104.569,893.0,157,2,Oxidation,wet,1096.9,H2O,31.0,0.15,128,710.88,83,none,14_53,none,False,False,False,False,True,False,True,5.55375,-10.879999999999995,0,0.08743444367080337,2.4866384117778275,0.0,0,5720.0,2001.0,2174.0,1545.0,1.0367e+18,736.0
